specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment
COS-FUV_P0_z0.17_12.fits|1025.7222|0.17|11.785|0.86|4.0|0.0|-57.772|22.862|2|2|2|-200.0|200.0|1199.4106858048647|1200.779262195135|4941|5078|0.16977|H I|a|--
COS-FUV_P0_z0.17_12.fits|1215.67|0.17|11.785|0.0|4.0|0.0|-57.772|0.0|2|2|2|-200.0|200.0|1421.522892272781|1423.144907727219|28530|28827|0.16977|H I|a|--
COS-FUV_P0_z0.17_12.fits|1031.9261|0.17|4.45|46090701.084|44.8|26128358133.214|-27.126|20213985753.446|3|3|3|-200.0|200.0|1206.665110008284|1208.0419639917154|5667|5804|0.16989|O VI|a|--
COS-FUV_P0_z0.17_12.fits|1037.6167|0.17|4.45|0.0|44.8|0.0|-27.126|0.0|3|3|3|-200.0|200.0|1213.319315648604|1214.7037623513959|6332|6470|0.16989|O VI|a|--
