specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment
COS-FUV_P0_z0.17_9.fits|1031.9261|0.17|13.988|0.075|52.12|12.974|147.197|8.045|2|2|2|-200.0|200.0|1206.665110008284|1208.0419639917154|5667|5804|0.17057|O VI|a|--
COS-FUV_P0_z0.17_9.fits|1037.6167|0.17|13.988|0.0|52.12|0.0|147.197|0.0|2|2|2|-200.0|200.0|1213.319315648604|1214.7037623513959|6332|6470|0.17057|O VI|a|--
