# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 4.730455e-01 2.177106e-01
1.405012e+03 0.000000e+00 7.101876e-01 2.667562e-01
1.405024e+03 0.000000e+00 8.262673e-01 2.877321e-01
1.405036e+03 0.000000e+00 7.802597e-01 2.796067e-01
1.405048e+03 0.000000e+00 6.828791e-01 2.615772e-01
1.405060e+03 0.000000e+00 8.346430e-01 2.891868e-01
1.405072e+03 0.000000e+00 9.166304e-01 3.030576e-01
1.405084e+03 0.000000e+00 9.689601e-01 3.115882e-01
1.405096e+03 0.000000e+00 9.364217e-01 3.063118e-01
1.405108e+03 0.000000e+00 1.046055e+00 3.237467e-01
1.405120e+03 0.000000e+00 7.184398e-01 2.683016e-01
1.405132e+03 0.000000e+00 9.122442e-01 3.023316e-01
1.405144e+03 0.000000e+00 1.059855e+00 3.258751e-01
1.405156e+03 0.000000e+00 9.152587e-01 3.028308e-01
1.405168e+03 0.000000e+00 9.224481e-01 3.040178e-01
1.405180e+03 0.000000e+00 7.777280e-01 2.791528e-01
1.405192e+03 0.000000e+00 7.957724e-01 2.823725e-01
1.405204e+03 0.000000e+00 7.500817e-01 2.741463e-01
1.405216e+03 0.000000e+00 8.540296e-01 2.925260e-01
1.405228e+03 0.000000e+00 1.036164e+00 3.222124e-01
1.405240e+03 0.000000e+00 9.765266e-01 3.128024e-01
1.405252e+03 0.000000e+00 1.002454e+00 3.169277e-01
1.405264e+03 0.000000e+00 7.802458e-01 2.796042e-01
1.405276e+03 0.000000e+00 1.032869e+00 3.216997e-01
1.405288e+03 0.000000e+00 8.038680e-01 2.838052e-01
1.405300e+03 0.000000e+00 9.214881e-01 3.038596e-01
1.405312e+03 0.000000e+00 1.194893e+00 3.460132e-01
1.405324e+03 0.000000e+00 9.699882e-01 3.117535e-01
1.405336e+03 0.000000e+00 1.145790e+00 3.388290e-01
1.405348e+03 0.000000e+00 9.837819e-01 3.139623e-01
1.405360e+03 0.000000e+00 8.535087e-01 2.924368e-01
1.405372e+03 0.000000e+00 8.805077e-01 2.970261e-01
1.405384e+03 0.000000e+00 1.221358e+00 3.498240e-01
