# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 4.811402e-01 2.188636e-01
1.150010e+03 0.000000e+00 5.489943e-01 2.337877e-01
1.150020e+03 0.000000e+00 8.125351e-01 2.844191e-01
1.150030e+03 0.000000e+00 8.540538e-01 2.915951e-01
1.150040e+03 0.000000e+00 8.511816e-01 2.911044e-01
1.150050e+03 0.000000e+00 9.284665e-01 3.040330e-01
1.150060e+03 0.000000e+00 1.115194e+00 3.332060e-01
1.150070e+03 0.000000e+00 9.526654e-01 3.079696e-01
1.150080e+03 0.000000e+00 1.246609e+00 3.522920e-01
1.150090e+03 0.000000e+00 9.482671e-01 3.072578e-01
1.150100e+03 0.000000e+00 8.844384e-01 2.967368e-01
1.150110e+03 0.000000e+00 9.344802e-01 3.050160e-01
1.150120e+03 0.000000e+00 1.052431e+00 3.236938e-01
1.150130e+03 0.000000e+00 1.041898e+00 3.220700e-01
1.150140e+03 0.000000e+00 1.017384e+00 3.182586e-01
1.150150e+03 0.000000e+00 1.055035e+00 3.240941e-01
1.150160e+03 0.000000e+00 8.343900e-01 2.882187e-01
1.150170e+03 0.000000e+00 8.565691e-01 2.920242e-01
1.150180e+03 0.000000e+00 9.918096e-01 3.142330e-01
1.150190e+03 0.000000e+00 9.713973e-01 3.109826e-01
1.150200e+03 0.000000e+00 9.517768e-01 3.078259e-01
1.150210e+03 0.000000e+00 1.008480e+00 3.168629e-01
1.150220e+03 0.000000e+00 1.044625e+00 3.224912e-01
1.150230e+03 0.000000e+00 1.154073e+00 3.389645e-01
1.150240e+03 0.000000e+00 1.055367e+00 3.241451e-01
1.150250e+03 0.000000e+00 9.817763e-01 3.126396e-01
1.150260e+03 0.000000e+00 9.368296e-01 3.053992e-01
1.150270e+03 0.000000e+00 8.547405e-01 2.917123e-01
1.150280e+03 0.000000e+00 1.013888e+00 3.177113e-01
1.150290e+03 0.000000e+00 1.030675e+00 3.203307e-01
1.150300e+03 0.000000e+00 1.081836e+00 3.281846e-01
1.150310e+03 0.000000e+00 9.397380e-01 3.058729e-01
1.150320e+03 0.000000e+00 9.722612e-01 3.111208e-01
1.150330e+03 0.000000e+00 1.078778e+00 3.277206e-01
1.150340e+03 0.000000e+00 1.123101e+00 3.343852e-01
1.150350e+03 0.000000e+00 9.184234e-01 3.023842e-01
1.150360e+03 0.000000e+00 9.902558e-01 3.139868e-01
1.150370e+03 0.000000e+00 1.087978e+00 3.291151e-01
1.150380e+03 0.000000e+00 9.872224e-01 3.135055e-01
1.150390e+03 0.000000e+00 9.733092e-01 3.112885e-01
1.150400e+03 0.000000e+00 9.681775e-01 3.104668e-01
1.150410e+03 0.000000e+00 1.024085e+00 3.193050e-01
1.150420e+03 0.000000e+00 9.059164e-01 3.003182e-01
1.150430e+03 0.000000e+00 1.180824e+00 3.428705e-01
1.150440e+03 0.000000e+00 9.880431e-01 3.136358e-01
1.150450e+03 0.000000e+00 1.056966e+00 3.243905e-01
1.150460e+03 0.000000e+00 1.025117e+00 3.194659e-01
1.150470e+03 0.000000e+00 9.200503e-01 3.026519e-01
1.150480e+03 0.000000e+00 1.094963e+00 3.301698e-01
1.150490e+03 0.000000e+00 1.080324e+00 3.279552e-01
1.150500e+03 0.000000e+00 1.057759e+00 3.245122e-01
1.150510e+03 0.000000e+00 9.634678e-01 3.097107e-01
1.150520e+03 0.000000e+00 9.951445e-01 3.147608e-01
1.150530e+03 0.000000e+00 9.985636e-01 3.153011e-01
1.150540e+03 0.000000e+00 1.097370e+00 3.305325e-01
1.150550e+03 0.000000e+00 1.150927e+00 3.385022e-01
1.150560e+03 0.000000e+00 1.230160e+00 3.499600e-01
1.150570e+03 0.000000e+00 9.301545e-01 3.043093e-01
1.150580e+03 0.000000e+00 9.937938e-01 3.145472e-01
1.150590e+03 0.000000e+00 7.944140e-01 2.812296e-01
1.150600e+03 0.000000e+00 1.085291e+00 3.287084e-01
1.150610e+03 0.000000e+00 1.091351e+00 3.296248e-01
1.150620e+03 0.000000e+00 9.396144e-01 3.058528e-01
1.150630e+03 0.000000e+00 9.796687e-01 3.123038e-01
1.150640e+03 0.000000e+00 1.033084e+00 3.207048e-01
1.150650e+03 0.000000e+00 1.040172e+00 3.218032e-01
1.150660e+03 0.000000e+00 9.739565e-01 3.113920e-01
1.150670e+03 0.000000e+00 9.451799e-01 3.067573e-01
1.150680e+03 0.000000e+00 9.542274e-01 3.082220e-01
1.150690e+03 0.000000e+00 1.087662e+00 3.290672e-01
1.150700e+03 0.000000e+00 8.755583e-01 2.952434e-01
1.150710e+03 0.000000e+00 1.041571e+00 3.220195e-01
1.150720e+03 0.000000e+00 7.991562e-01 2.820678e-01
1.150730e+03 0.000000e+00 9.196777e-01 3.025906e-01
1.150740e+03 0.000000e+00 1.114382e+00 3.330848e-01
1.150750e+03 0.000000e+00 1.113871e+00 3.330083e-01
1.150760e+03 0.000000e+00 9.755578e-01 3.116478e-01
1.150770e+03 0.000000e+00 1.084414e+00 3.285755e-01
1.150780e+03 0.000000e+00 9.888001e-01 3.137559e-01
1.150790e+03 0.000000e+00 9.961910e-01 3.149263e-01
1.150800e+03 0.000000e+00 9.293914e-01 3.041844e-01
1.150810e+03 0.000000e+00 1.190221e+00 3.442321e-01
1.150820e+03 0.000000e+00 8.647039e-01 2.934076e-01
1.150830e+03 0.000000e+00 1.068951e+00 3.262244e-01
1.150840e+03 0.000000e+00 8.836180e-01 2.965992e-01
1.150850e+03 0.000000e+00 1.020952e+00 3.188162e-01
1.150860e+03 0.000000e+00 1.179096e+00 3.426197e-01
1.150870e+03 0.000000e+00 1.131686e+00 3.356608e-01
1.150880e+03 0.000000e+00 9.368976e-01 3.054103e-01
1.150890e+03 0.000000e+00 1.161898e+00 3.401117e-01
1.150900e+03 0.000000e+00 9.443030e-01 3.066149e-01
1.150910e+03 0.000000e+00 9.288039e-01 3.040883e-01
1.150920e+03 0.000000e+00 8.875476e-01 2.972579e-01
1.150930e+03 0.000000e+00 9.616839e-01 3.094239e-01
1.150940e+03 0.000000e+00 1.114862e+00 3.331564e-01
1.150950e+03 0.000000e+00 8.370538e-01 2.886784e-01
1.150960e+03 0.000000e+00 1.089230e+00 3.293044e-01
1.150970e+03 0.000000e+00 9.935515e-01 3.145088e-01
1.150980e+03 0.000000e+00 8.285652e-01 2.872109e-01
1.150990e+03 0.000000e+00 1.020706e+00 3.187778e-01
1.151000e+03 0.000000e+00 9.866630e-01 3.134167e-01
1.151010e+03 0.000000e+00 9.405426e-01 3.060038e-01
1.151020e+03 0.000000e+00 1.027732e+00 3.198730e-01
1.151030e+03 0.000000e+00 1.068513e+00 3.261577e-01
1.151040e+03 0.000000e+00 1.033718e+00 3.208031e-01
1.151050e+03 0.000000e+00 1.078509e+00 3.276798e-01
1.151060e+03 0.000000e+00 9.429113e-01 3.063889e-01
