# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 4.567340e-01 2.136400e-01
1.405012e+03 0.000000e+00 7.125882e-01 2.668518e-01
1.405024e+03 0.000000e+00 6.537320e-01 2.555940e-01
1.405036e+03 0.000000e+00 8.647604e-01 2.939671e-01
1.405048e+03 0.000000e+00 9.140578e-01 3.022301e-01
1.405060e+03 0.000000e+00 1.070063e+00 3.270058e-01
1.405072e+03 0.000000e+00 8.734088e-01 2.954334e-01
1.405084e+03 0.000000e+00 1.025782e+00 3.201684e-01
1.405096e+03 0.000000e+00 8.914123e-01 2.984628e-01
1.405108e+03 0.000000e+00 1.085217e+00 3.293132e-01
1.405120e+03 0.000000e+00 9.559928e-01 3.090852e-01
1.405132e+03 0.000000e+00 1.139174e+00 3.374006e-01
1.405144e+03 0.000000e+00 9.681417e-01 3.110429e-01
1.405156e+03 0.000000e+00 7.309873e-01 2.702749e-01
1.405168e+03 0.000000e+00 9.229292e-01 3.036932e-01
1.405180e+03 0.000000e+00 9.847785e-01 3.137041e-01
1.405192e+03 0.000000e+00 9.937445e-01 3.151289e-01
1.405204e+03 0.000000e+00 9.858680e-01 3.138775e-01
1.405216e+03 0.000000e+00 1.184681e+00 3.440738e-01
1.405228e+03 0.000000e+00 9.949329e-01 3.153173e-01
1.405240e+03 0.000000e+00 9.337229e-01 3.054639e-01
1.405252e+03 0.000000e+00 1.248827e+00 3.532661e-01
1.405264e+03 0.000000e+00 9.330329e-01 3.053510e-01
1.405276e+03 0.000000e+00 1.126972e+00 3.355887e-01
1.405288e+03 0.000000e+00 9.814988e-01 3.131812e-01
1.405300e+03 0.000000e+00 9.887731e-01 3.143397e-01
1.405312e+03 0.000000e+00 9.421757e-01 3.068434e-01
1.405324e+03 0.000000e+00 9.297981e-01 3.048212e-01
1.405336e+03 0.000000e+00 9.110947e-01 3.017398e-01
1.405348e+03 0.000000e+00 9.384021e-01 3.062283e-01
1.405360e+03 0.000000e+00 1.179433e+00 3.433108e-01
1.405372e+03 0.000000e+00 9.650422e-01 3.105446e-01
1.405384e+03 0.000000e+00 9.564428e-01 3.091579e-01
1.405396e+03 0.000000e+00 9.156001e-01 3.024849e-01
1.405408e+03 0.000000e+00 9.733893e-01 3.118848e-01
1.405420e+03 0.000000e+00 8.789752e-01 2.963734e-01
1.405432e+03 0.000000e+00 1.169606e+00 3.418776e-01
1.405444e+03 0.000000e+00 9.823572e-01 3.133182e-01
1.405456e+03 0.000000e+00 8.159737e-01 2.855544e-01
