# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 4.408359e-01 2.092988e-01
1.150010e+03 0.000000e+00 8.793747e-01 2.956073e-01
1.150020e+03 0.000000e+00 7.877566e-01 2.797849e-01
1.150030e+03 0.000000e+00 8.071869e-01 2.832143e-01
1.150040e+03 0.000000e+00 9.985952e-01 3.150090e-01
1.150050e+03 0.000000e+00 8.987321e-01 2.988431e-01
1.150060e+03 0.000000e+00 9.412592e-01 3.058319e-01
1.150070e+03 0.000000e+00 9.750713e-01 3.112765e-01
1.150080e+03 0.000000e+00 8.812889e-01 2.959289e-01
1.150090e+03 0.000000e+00 7.817549e-01 2.787170e-01
1.150100e+03 0.000000e+00 1.071140e+00 3.262506e-01
1.150110e+03 0.000000e+00 1.132091e+00 3.354044e-01
1.150120e+03 0.000000e+00 9.796193e-01 3.120016e-01
1.150130e+03 0.000000e+00 8.304037e-01 2.872584e-01
1.150140e+03 0.000000e+00 9.003379e-01 2.991100e-01
1.150150e+03 0.000000e+00 9.790274e-01 3.119073e-01
1.150160e+03 0.000000e+00 9.499539e-01 3.072412e-01
1.150170e+03 0.000000e+00 8.290848e-01 2.870302e-01
1.150180e+03 0.000000e+00 1.194941e+00 3.445890e-01
1.150190e+03 0.000000e+00 1.061907e+00 3.248414e-01
1.150200e+03 0.000000e+00 9.242807e-01 3.030610e-01
1.150210e+03 0.000000e+00 1.054378e+00 3.236878e-01
1.150220e+03 0.000000e+00 1.054981e+00 3.237804e-01
1.150230e+03 0.000000e+00 1.021658e+00 3.186258e-01
1.150240e+03 0.000000e+00 1.207537e+00 3.464004e-01
1.150250e+03 0.000000e+00 1.062435e+00 3.249222e-01
1.150260e+03 0.000000e+00 1.049709e+00 3.229703e-01
1.150270e+03 0.000000e+00 9.063788e-01 3.001118e-01
1.150280e+03 0.000000e+00 9.427078e-01 3.060672e-01
1.150290e+03 0.000000e+00 1.037953e+00 3.211567e-01
1.150300e+03 0.000000e+00 1.027158e+00 3.194823e-01
1.150310e+03 0.000000e+00 9.866912e-01 3.131258e-01
1.150320e+03 0.000000e+00 1.080044e+00 3.276038e-01
1.150330e+03 0.000000e+00 9.809988e-01 3.122212e-01
1.150340e+03 0.000000e+00 8.997769e-01 2.990168e-01
1.150350e+03 0.000000e+00 1.093312e+00 3.296098e-01
1.150360e+03 0.000000e+00 9.993920e-01 3.151346e-01
1.150370e+03 0.000000e+00 9.981642e-01 3.149410e-01
1.150380e+03 0.000000e+00 1.012098e+00 3.171315e-01
1.150390e+03 0.000000e+00 1.020558e+00 3.184542e-01
1.150400e+03 0.000000e+00 9.295257e-01 3.039197e-01
1.150410e+03 0.000000e+00 1.010666e+00 3.169071e-01
1.150420e+03 0.000000e+00 9.443656e-01 3.063362e-01
1.150430e+03 0.000000e+00 9.315513e-01 3.042507e-01
1.150440e+03 0.000000e+00 9.690389e-01 3.103121e-01
1.150450e+03 0.000000e+00 1.091788e+00 3.293801e-01
1.150460e+03 0.000000e+00 9.756053e-01 3.113617e-01
1.150470e+03 0.000000e+00 1.095774e+00 3.299808e-01
1.150480e+03 0.000000e+00 1.117062e+00 3.331707e-01
1.150490e+03 0.000000e+00 9.772199e-01 3.116193e-01
1.150500e+03 0.000000e+00 1.089825e+00 3.290838e-01
1.150510e+03 0.000000e+00 8.848792e-01 2.965310e-01
1.150520e+03 0.000000e+00 9.413948e-01 3.058539e-01
1.150530e+03 0.000000e+00 1.058174e+00 3.242699e-01
1.150540e+03 0.000000e+00 1.003175e+00 3.157304e-01
1.150550e+03 0.000000e+00 1.060429e+00 3.246152e-01
1.150560e+03 0.000000e+00 1.102115e+00 3.309342e-01
1.150570e+03 0.000000e+00 9.535001e-01 3.078141e-01
1.150580e+03 0.000000e+00 9.360855e-01 3.049902e-01
1.150590e+03 0.000000e+00 8.520049e-01 2.909707e-01
1.150600e+03 0.000000e+00 9.519168e-01 3.075585e-01
1.150610e+03 0.000000e+00 1.061567e+00 3.247894e-01
1.150620e+03 0.000000e+00 1.078861e+00 3.274243e-01
1.150630e+03 0.000000e+00 1.055345e+00 3.238362e-01
1.150640e+03 0.000000e+00 9.836202e-01 3.126381e-01
1.150650e+03 0.000000e+00 1.066273e+00 3.255086e-01
1.150660e+03 0.000000e+00 9.174507e-01 3.019392e-01
1.150670e+03 0.000000e+00 8.800758e-01 2.957251e-01
1.150680e+03 0.000000e+00 1.063776e+00 3.251272e-01
1.150690e+03 0.000000e+00 1.085818e+00 3.284784e-01
1.150700e+03 0.000000e+00 9.168057e-01 3.018331e-01
1.150710e+03 0.000000e+00 1.103514e+00 3.311441e-01
1.150720e+03 0.000000e+00 1.036179e+00 3.208821e-01
1.150730e+03 0.000000e+00 8.201453e-01 2.854786e-01
1.150740e+03 0.000000e+00 1.073856e+00 3.266640e-01
1.150750e+03 0.000000e+00 1.032799e+00 3.203584e-01
1.150760e+03 0.000000e+00 8.951822e-01 2.982524e-01
1.150770e+03 0.000000e+00 8.733983e-01 2.946011e-01
