# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 4.326757e-01 2.087680e-01
1.150010e+03 0.000000e+00 5.458531e-01 2.344880e-01
1.150020e+03 0.000000e+00 9.103218e-01 3.028169e-01
1.150030e+03 0.000000e+00 1.018907e+00 3.203685e-01
1.150040e+03 0.000000e+00 9.511643e-01 3.095355e-01
1.150050e+03 0.000000e+00 8.234927e-01 2.880133e-01
1.150060e+03 0.000000e+00 9.302089e-01 3.061067e-01
1.150070e+03 0.000000e+00 1.020102e+00 3.205564e-01
1.150080e+03 0.000000e+00 7.747674e-01 2.793626e-01
1.150090e+03 0.000000e+00 7.993792e-01 2.837651e-01
1.150100e+03 0.000000e+00 9.107542e-01 3.028888e-01
1.150110e+03 0.000000e+00 8.788273e-01 2.975325e-01
1.150120e+03 0.000000e+00 1.125829e+00 3.367587e-01
1.150130e+03 0.000000e+00 1.032195e+00 3.224509e-01
1.150140e+03 0.000000e+00 8.805844e-01 2.978298e-01
1.150150e+03 0.000000e+00 9.691855e-01 3.124540e-01
1.150160e+03 0.000000e+00 9.763063e-01 3.135997e-01
1.150170e+03 0.000000e+00 1.012991e+00 3.194371e-01
1.150180e+03 0.000000e+00 9.656609e-01 3.118853e-01
1.150190e+03 0.000000e+00 9.208534e-01 3.045635e-01
1.150200e+03 0.000000e+00 1.059034e+00 3.266160e-01
1.150210e+03 0.000000e+00 1.103521e+00 3.334057e-01
1.150220e+03 0.000000e+00 9.398666e-01 3.076917e-01
1.150230e+03 0.000000e+00 9.992514e-01 3.172634e-01
1.150240e+03 0.000000e+00 1.019445e+00 3.204532e-01
1.150250e+03 0.000000e+00 1.032488e+00 3.224965e-01
1.150260e+03 0.000000e+00 9.873361e-01 3.153662e-01
1.150270e+03 0.000000e+00 9.250036e-01 3.052491e-01
1.150280e+03 0.000000e+00 9.854109e-01 3.150586e-01
1.150290e+03 0.000000e+00 8.951957e-01 3.002905e-01
1.150300e+03 0.000000e+00 1.141925e+00 3.391575e-01
1.150310e+03 0.000000e+00 1.014938e+00 3.197439e-01
1.150320e+03 0.000000e+00 1.001816e+00 3.176703e-01
1.150330e+03 0.000000e+00 9.016426e-01 3.013699e-01
1.150340e+03 0.000000e+00 1.078729e+00 3.296391e-01
1.150350e+03 0.000000e+00 1.041738e+00 3.239380e-01
1.150360e+03 0.000000e+00 1.083043e+00 3.302976e-01
1.150370e+03 0.000000e+00 1.053013e+00 3.256863e-01
1.150380e+03 0.000000e+00 9.670015e-01 3.121018e-01
1.150390e+03 0.000000e+00 1.045537e+00 3.245281e-01
1.150400e+03 0.000000e+00 1.145345e+00 3.396650e-01
1.150410e+03 0.000000e+00 1.177363e+00 3.443800e-01
1.150420e+03 0.000000e+00 9.299850e-01 3.060699e-01
1.150430e+03 0.000000e+00 8.738374e-01 2.966866e-01
1.150440e+03 0.000000e+00 1.063222e+00 3.272612e-01
1.150450e+03 0.000000e+00 7.757658e-01 2.795426e-01
1.150460e+03 0.000000e+00 1.143193e+00 3.393458e-01
1.150470e+03 0.000000e+00 1.040369e+00 3.237251e-01
1.150480e+03 0.000000e+00 1.063039e+00 3.272331e-01
1.150490e+03 0.000000e+00 1.074909e+00 3.290550e-01
1.150500e+03 0.000000e+00 1.026786e+00 3.216049e-01
1.150510e+03 0.000000e+00 1.025743e+00 3.214415e-01
1.150520e+03 0.000000e+00 1.046804e+00 3.247247e-01
1.150530e+03 0.000000e+00 8.979257e-01 3.007481e-01
1.150540e+03 0.000000e+00 1.042776e+00 3.240994e-01
1.150550e+03 0.000000e+00 1.008481e+00 3.187253e-01
1.150560e+03 0.000000e+00 1.028790e+00 3.219186e-01
1.150570e+03 0.000000e+00 9.825446e-01 3.146000e-01
1.150580e+03 0.000000e+00 1.012754e+00 3.193998e-01
1.150590e+03 0.000000e+00 9.147108e-01 3.035460e-01
1.150600e+03 0.000000e+00 9.256312e-01 3.053526e-01
1.150610e+03 0.000000e+00 1.137701e+00 3.385296e-01
1.150620e+03 0.000000e+00 1.108718e+00 3.341897e-01
1.150630e+03 0.000000e+00 1.071851e+00 3.285866e-01
1.150640e+03 0.000000e+00 9.920060e-01 3.161111e-01
1.150650e+03 0.000000e+00 9.073966e-01 3.023300e-01
1.150660e+03 0.000000e+00 1.021896e+00 3.208381e-01
1.150670e+03 0.000000e+00 1.052437e+00 3.255972e-01
1.150680e+03 0.000000e+00 1.148261e+00 3.400971e-01
1.150690e+03 0.000000e+00 9.383332e-01 3.074406e-01
1.150700e+03 0.000000e+00 9.250691e-01 3.052599e-01
1.150710e+03 0.000000e+00 1.079181e+00 3.297082e-01
1.150720e+03 0.000000e+00 9.378989e-01 3.073694e-01
1.150730e+03 0.000000e+00 1.132223e+00 3.377136e-01
1.150740e+03 0.000000e+00 1.096924e+00 3.324076e-01
1.150750e+03 0.000000e+00 1.054082e+00 3.258516e-01
1.150760e+03 0.000000e+00 9.288171e-01 3.058776e-01
1.150770e+03 0.000000e+00 9.821676e-01 3.145397e-01
1.150780e+03 0.000000e+00 8.650275e-01 2.951873e-01
