# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 6.139691e-01 2.481497e-01
1.405012e+03 0.000000e+00 5.665499e-01 2.383744e-01
1.405024e+03 0.000000e+00 5.927750e-01 2.438290e-01
1.405036e+03 0.000000e+00 7.392710e-01 2.722967e-01
1.405048e+03 0.000000e+00 7.735062e-01 2.785303e-01
1.405060e+03 0.000000e+00 8.607714e-01 2.938221e-01
1.405072e+03 0.000000e+00 1.067077e+00 3.271435e-01
1.405084e+03 0.000000e+00 1.087425e+00 3.302480e-01
1.405096e+03 0.000000e+00 9.495871e-01 3.086085e-01
1.405108e+03 0.000000e+00 8.295882e-01 2.884508e-01
1.405120e+03 0.000000e+00 7.438731e-01 2.731429e-01
1.405132e+03 0.000000e+00 8.896511e-01 2.987104e-01
1.405144e+03 0.000000e+00 1.088628e+00 3.304305e-01
1.405156e+03 0.000000e+00 9.981377e-01 3.163995e-01
1.405168e+03 0.000000e+00 9.270811e-01 3.049294e-01
1.405180e+03 0.000000e+00 7.769050e-01 2.791415e-01
1.405192e+03 0.000000e+00 1.121501e+00 3.353825e-01
1.405204e+03 0.000000e+00 9.307168e-01 3.055268e-01
1.405216e+03 0.000000e+00 1.010437e+00 3.183428e-01
1.405228e+03 0.000000e+00 9.740862e-01 3.125642e-01
1.405240e+03 0.000000e+00 8.651287e-01 2.945648e-01
1.405252e+03 0.000000e+00 1.024363e+00 3.205290e-01
1.405264e+03 0.000000e+00 9.658150e-01 3.112343e-01
1.405276e+03 0.000000e+00 9.269312e-01 3.049048e-01
1.405288e+03 0.000000e+00 9.500707e-01 3.086871e-01
1.405300e+03 0.000000e+00 8.942598e-01 2.994831e-01
1.405312e+03 0.000000e+00 9.296956e-01 3.053591e-01
1.405324e+03 0.000000e+00 9.809523e-01 3.136638e-01
1.405336e+03 0.000000e+00 1.066131e+00 3.269986e-01
1.405348e+03 0.000000e+00 1.040899e+00 3.231059e-01
1.405360e+03 0.000000e+00 1.034838e+00 3.221638e-01
1.405372e+03 0.000000e+00 9.824296e-01 3.138999e-01
1.405384e+03 0.000000e+00 8.086382e-01 2.847853e-01
1.405396e+03 0.000000e+00 9.167622e-01 3.032277e-01
