# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 5.373636e-01 2.324181e-01
1.150010e+03 0.000000e+00 5.548584e-01 2.361712e-01
1.150020e+03 0.000000e+00 8.635805e-01 2.946369e-01
1.150030e+03 0.000000e+00 7.657115e-01 2.774395e-01
1.150040e+03 0.000000e+00 9.658530e-01 3.115956e-01
1.150050e+03 0.000000e+00 1.014365e+00 3.193249e-01
1.150060e+03 0.000000e+00 8.849339e-01 2.982574e-01
1.150070e+03 0.000000e+00 8.668362e-01 2.951918e-01
1.150080e+03 0.000000e+00 8.872397e-01 2.986457e-01
1.150090e+03 0.000000e+00 9.665125e-01 3.117019e-01
1.150100e+03 0.000000e+00 9.151781e-01 3.033113e-01
1.150110e+03 0.000000e+00 9.690713e-01 3.121143e-01
1.150120e+03 0.000000e+00 1.076160e+00 3.289078e-01
1.150130e+03 0.000000e+00 9.874165e-01 3.150547e-01
1.150140e+03 0.000000e+00 9.361353e-01 3.067645e-01
1.150150e+03 0.000000e+00 8.606718e-01 2.941403e-01
1.150160e+03 0.000000e+00 9.145742e-01 3.032112e-01
1.150170e+03 0.000000e+00 1.078715e+00 3.292980e-01
1.150180e+03 0.000000e+00 7.441799e-01 2.735110e-01
1.150190e+03 0.000000e+00 9.898163e-01 3.154373e-01
1.150200e+03 0.000000e+00 8.401317e-01 2.906093e-01
1.150210e+03 0.000000e+00 8.826674e-01 2.978752e-01
1.150220e+03 0.000000e+00 9.102485e-01 3.024933e-01
1.150230e+03 0.000000e+00 1.126173e+00 3.364637e-01
1.150240e+03 0.000000e+00 9.571813e-01 3.101936e-01
1.150250e+03 0.000000e+00 1.031033e+00 3.219379e-01
1.150260e+03 0.000000e+00 1.035496e+00 3.226338e-01
1.150270e+03 0.000000e+00 9.976564e-01 3.166841e-01
1.150280e+03 0.000000e+00 1.014043e+00 3.192742e-01
1.150290e+03 0.000000e+00 9.900741e-01 3.154784e-01
1.150300e+03 0.000000e+00 1.014831e+00 3.193984e-01
1.150310e+03 0.000000e+00 7.745016e-01 2.790275e-01
1.150320e+03 0.000000e+00 1.073331e+00 3.284753e-01
1.150330e+03 0.000000e+00 1.230803e+00 3.517468e-01
1.150340e+03 0.000000e+00 9.856115e-01 3.147666e-01
1.150350e+03 0.000000e+00 9.535766e-01 3.096090e-01
1.150360e+03 0.000000e+00 1.049917e+00 3.248728e-01
1.150370e+03 0.000000e+00 9.948060e-01 3.162314e-01
1.150380e+03 0.000000e+00 9.651550e-01 3.114830e-01
1.150390e+03 0.000000e+00 9.896930e-01 3.154177e-01
1.150400e+03 0.000000e+00 1.140719e+00 3.386297e-01
1.150410e+03 0.000000e+00 1.162628e+00 3.418663e-01
1.150420e+03 0.000000e+00 9.727184e-01 3.127010e-01
1.150430e+03 0.000000e+00 1.141913e+00 3.388069e-01
1.150440e+03 0.000000e+00 9.828425e-01 3.143241e-01
1.150450e+03 0.000000e+00 1.134879e+00 3.377618e-01
1.150460e+03 0.000000e+00 9.612426e-01 3.108510e-01
1.150470e+03 0.000000e+00 1.000657e+00 3.171600e-01
1.150480e+03 0.000000e+00 1.056339e+00 3.258648e-01
1.150490e+03 0.000000e+00 7.983188e-01 2.832852e-01
1.150500e+03 0.000000e+00 9.193405e-01 3.040003e-01
1.150510e+03 0.000000e+00 1.004892e+00 3.178304e-01
