# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 7.183089e-01 2.675441e-01
1.150010e+03 0.000000e+00 5.422092e-01 2.324466e-01
1.150020e+03 0.000000e+00 6.519306e-01 2.548828e-01
1.150030e+03 0.000000e+00 8.425168e-01 2.897538e-01
1.150040e+03 0.000000e+00 6.446758e-01 2.534606e-01
1.150050e+03 0.000000e+00 8.990662e-01 2.993200e-01
1.150060e+03 0.000000e+00 9.653495e-01 3.101574e-01
1.150070e+03 0.000000e+00 8.029428e-01 2.828669e-01
1.150080e+03 0.000000e+00 8.098433e-01 2.840798e-01
1.150090e+03 0.000000e+00 1.054644e+00 3.241849e-01
1.150100e+03 0.000000e+00 9.299063e-01 3.044104e-01
1.150110e+03 0.000000e+00 9.919985e-01 3.144093e-01
1.150120e+03 0.000000e+00 8.107487e-01 2.842385e-01
1.150130e+03 0.000000e+00 9.637520e-01 3.099007e-01
1.150140e+03 0.000000e+00 1.008486e+00 3.170113e-01
1.150150e+03 0.000000e+00 9.330807e-01 3.049295e-01
1.150160e+03 0.000000e+00 6.959721e-01 2.633515e-01
1.150170e+03 0.000000e+00 8.671242e-01 2.939548e-01
1.150180e+03 0.000000e+00 1.010581e+00 3.173404e-01
1.150190e+03 0.000000e+00 9.533147e-01 3.082180e-01
1.150200e+03 0.000000e+00 8.431361e-01 2.898603e-01
1.150210e+03 0.000000e+00 1.083901e+00 3.286508e-01
1.150220e+03 0.000000e+00 8.522458e-01 2.914220e-01
1.150230e+03 0.000000e+00 9.889471e-01 3.139253e-01
1.150240e+03 0.000000e+00 8.973807e-01 2.990393e-01
1.150250e+03 0.000000e+00 8.852898e-01 2.970179e-01
1.150260e+03 0.000000e+00 8.310773e-01 2.877800e-01
1.150270e+03 0.000000e+00 1.156984e+00 3.395498e-01
1.150280e+03 0.000000e+00 1.015846e+00 3.181661e-01
1.150290e+03 0.000000e+00 9.859543e-01 3.134500e-01
1.150300e+03 0.000000e+00 1.037853e+00 3.215938e-01
1.150310e+03 0.000000e+00 8.070035e-01 2.835813e-01
1.150320e+03 0.000000e+00 1.093488e+00 3.301010e-01
1.150330e+03 0.000000e+00 9.418824e-01 3.063643e-01
1.150340e+03 0.000000e+00 1.002009e+00 3.159917e-01
1.150350e+03 0.000000e+00 9.404413e-01 3.061298e-01
1.150360e+03 0.000000e+00 1.052542e+00 3.238617e-01
1.150370e+03 0.000000e+00 1.041219e+00 3.221150e-01
1.150380e+03 0.000000e+00 1.071754e+00 3.268040e-01
1.150390e+03 0.000000e+00 1.064647e+00 3.257187e-01
1.150400e+03 0.000000e+00 1.218006e+00 3.483891e-01
1.150410e+03 0.000000e+00 1.006353e+00 3.166759e-01
1.150420e+03 0.000000e+00 9.697412e-01 3.108621e-01
1.150430e+03 0.000000e+00 1.042360e+00 3.222914e-01
1.150440e+03 0.000000e+00 8.520049e-01 2.913808e-01
1.150450e+03 0.000000e+00 1.021985e+00 3.191259e-01
1.150460e+03 0.000000e+00 1.126420e+00 3.350349e-01
1.150470e+03 0.000000e+00 9.016157e-01 2.997440e-01
1.150480e+03 0.000000e+00 9.794355e-01 3.124120e-01
1.150490e+03 0.000000e+00 9.436387e-01 3.066498e-01
1.150500e+03 0.000000e+00 1.132824e+00 3.359859e-01
1.150510e+03 0.000000e+00 9.465232e-01 3.071181e-01
1.150520e+03 0.000000e+00 8.885877e-01 2.975706e-01
1.150530e+03 0.000000e+00 9.978166e-01 3.153299e-01
1.150540e+03 0.000000e+00 9.237589e-01 3.034025e-01
1.150550e+03 0.000000e+00 9.561920e-01 3.086828e-01
1.150560e+03 0.000000e+00 1.032383e+00 3.207453e-01
1.150570e+03 0.000000e+00 1.006676e+00 3.167266e-01
1.150580e+03 0.000000e+00 1.144428e+00 3.377023e-01
1.150590e+03 0.000000e+00 8.937162e-01 2.984281e-01
1.150600e+03 0.000000e+00 1.100610e+00 3.311742e-01
1.150610e+03 0.000000e+00 1.135610e+00 3.363988e-01
1.150620e+03 0.000000e+00 9.767239e-01 3.119793e-01
