# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 5.963945e-01 2.448410e-01
1.150010e+03 0.000000e+00 7.366062e-01 2.721040e-01
1.150020e+03 0.000000e+00 8.095319e-01 2.852556e-01
1.150030e+03 0.000000e+00 8.636712e-01 2.946399e-01
1.150040e+03 0.000000e+00 8.583733e-01 2.937348e-01
1.150050e+03 0.000000e+00 8.313032e-01 2.890660e-01
1.150060e+03 0.000000e+00 7.928430e-01 2.823000e-01
1.150070e+03 0.000000e+00 1.049272e+00 3.247591e-01
1.150080e+03 0.000000e+00 1.044559e+00 3.240289e-01
1.150090e+03 0.000000e+00 9.133348e-01 3.029928e-01
1.150100e+03 0.000000e+00 8.919905e-01 2.994314e-01
1.150110e+03 0.000000e+00 8.208514e-01 2.872431e-01
1.150120e+03 0.000000e+00 9.902410e-01 3.154916e-01
1.150130e+03 0.000000e+00 9.591522e-01 3.104996e-01
1.150140e+03 0.000000e+00 9.031476e-01 3.012983e-01
1.150150e+03 0.000000e+00 9.460348e-01 3.083691e-01
1.150160e+03 0.000000e+00 8.692142e-01 2.955838e-01
1.150170e+03 0.000000e+00 1.077349e+00 3.290755e-01
1.150180e+03 0.000000e+00 9.612051e-01 3.108317e-01
1.150190e+03 0.000000e+00 9.896446e-01 3.153965e-01
1.150200e+03 0.000000e+00 1.030916e+00 3.219060e-01
1.150210e+03 0.000000e+00 9.538213e-01 3.096355e-01
1.150220e+03 0.000000e+00 1.131260e+00 3.372084e-01
1.150230e+03 0.000000e+00 9.013008e-01 3.009901e-01
1.150240e+03 0.000000e+00 1.018892e+00 3.200231e-01
1.150250e+03 0.000000e+00 9.376568e-01 3.070006e-01
1.150260e+03 0.000000e+00 1.011358e+00 3.188378e-01
1.150270e+03 0.000000e+00 1.067419e+00 3.275554e-01
1.150280e+03 0.000000e+00 1.037214e+00 3.228877e-01
1.150290e+03 0.000000e+00 8.790173e-01 2.972460e-01
1.150300e+03 0.000000e+00 1.103303e+00 3.330157e-01
1.150310e+03 0.000000e+00 8.648333e-01 2.948380e-01
1.150320e+03 0.000000e+00 9.562652e-01 3.100320e-01
1.150330e+03 0.000000e+00 1.062131e+00 3.267430e-01
1.150340e+03 0.000000e+00 1.099250e+00 3.324034e-01
1.150350e+03 0.000000e+00 7.419465e-01 2.730886e-01
1.150360e+03 0.000000e+00 9.918839e-01 3.157532e-01
1.150370e+03 0.000000e+00 1.056158e+00 3.258230e-01
1.150380e+03 0.000000e+00 9.375965e-01 3.069907e-01
1.150390e+03 0.000000e+00 1.011200e+00 3.188128e-01
1.150400e+03 0.000000e+00 1.284977e+00 3.593891e-01
1.150410e+03 0.000000e+00 9.005106e-01 3.008581e-01
1.150420e+03 0.000000e+00 1.086733e+00 3.305055e-01
1.150430e+03 0.000000e+00 1.000404e+00 3.171064e-01
1.150440e+03 0.000000e+00 8.833451e-01 2.979768e-01
1.150450e+03 0.000000e+00 1.136016e+00 3.379165e-01
1.150460e+03 0.000000e+00 9.751772e-01 3.130827e-01
1.150470e+03 0.000000e+00 1.067354e+00 3.275455e-01
1.150480e+03 0.000000e+00 1.103886e+00 3.331037e-01
1.150490e+03 0.000000e+00 1.004619e+00 3.177737e-01
1.150500e+03 0.000000e+00 8.340335e-01 2.895403e-01
1.150510e+03 0.000000e+00 7.706467e-01 2.783203e-01
1.150520e+03 0.000000e+00 1.022894e+00 3.206510e-01
1.150530e+03 0.000000e+00 8.392227e-01 2.904396e-01
1.150540e+03 0.000000e+00 9.358933e-01 3.067118e-01
1.150550e+03 0.000000e+00 9.150189e-01 3.032720e-01
1.150560e+03 0.000000e+00 8.985776e-01 3.005350e-01
1.150570e+03 0.000000e+00 9.464956e-01 3.084442e-01
1.150580e+03 0.000000e+00 9.520227e-01 3.093434e-01
1.150590e+03 0.000000e+00 7.654204e-01 2.773750e-01
1.150600e+03 0.000000e+00 9.532889e-01 3.095491e-01
1.150610e+03 0.000000e+00 1.002778e+00 3.174824e-01
1.150620e+03 0.000000e+00 1.006620e+00 3.180900e-01
1.150630e+03 0.000000e+00 1.026247e+00 3.211760e-01
1.150640e+03 0.000000e+00 8.894260e-01 2.990007e-01
1.150650e+03 0.000000e+00 9.669398e-01 3.117576e-01
1.150660e+03 0.000000e+00 1.137791e+00 3.381805e-01
1.150670e+03 0.000000e+00 9.645901e-01 3.113785e-01
1.150680e+03 0.000000e+00 8.733693e-01 2.962895e-01
1.150690e+03 0.000000e+00 6.562527e-01 2.568342e-01
1.150700e+03 0.000000e+00 1.083677e+00 3.300405e-01
1.150710e+03 0.000000e+00 9.537187e-01 3.096189e-01
1.150720e+03 0.000000e+00 9.111520e-01 3.026305e-01
1.150730e+03 0.000000e+00 9.576900e-01 3.102628e-01
1.150740e+03 0.000000e+00 1.104905e+00 3.332573e-01
1.150750e+03 0.000000e+00 1.135250e+00 3.378027e-01
1.150760e+03 0.000000e+00 9.963388e-01 3.164614e-01
1.150770e+03 0.000000e+00 1.045684e+00 3.242033e-01
1.150780e+03 0.000000e+00 9.337752e-01 3.063645e-01
1.150790e+03 0.000000e+00 9.915522e-01 3.157003e-01
1.150800e+03 0.000000e+00 1.050795e+00 3.249947e-01
1.150810e+03 0.000000e+00 9.567398e-01 3.101089e-01
1.150820e+03 0.000000e+00 1.048097e+00 3.245772e-01
1.150830e+03 0.000000e+00 1.077473e+00 3.290944e-01
1.150840e+03 0.000000e+00 8.334936e-01 2.894466e-01
1.150850e+03 0.000000e+00 1.056212e+00 3.258313e-01
1.150860e+03 0.000000e+00 1.004211e+00 3.177091e-01
1.150870e+03 0.000000e+00 8.867761e-01 2.985549e-01
1.150880e+03 0.000000e+00 8.798916e-01 2.973938e-01
1.150890e+03 0.000000e+00 1.043040e+00 3.237932e-01
1.150900e+03 0.000000e+00 1.197947e+00 3.470053e-01
1.150910e+03 0.000000e+00 1.128721e+00 3.368298e-01
1.150920e+03 0.000000e+00 9.601146e-01 3.106553e-01
1.150930e+03 0.000000e+00 1.106717e+00 3.335305e-01
1.150940e+03 0.000000e+00 8.705051e-01 2.958032e-01
1.150950e+03 0.000000e+00 7.960386e-01 2.828683e-01
1.150960e+03 0.000000e+00 9.113303e-01 3.026601e-01
1.150970e+03 0.000000e+00 9.564004e-01 3.100539e-01
1.150980e+03 0.000000e+00 1.160996e+00 3.416116e-01
1.150990e+03 0.000000e+00 7.980268e-01 2.832214e-01
1.151000e+03 0.000000e+00 9.795013e-01 3.137760e-01
1.151010e+03 0.000000e+00 1.128226e+00 3.367560e-01
1.151020e+03 0.000000e+00 1.010434e+00 3.186921e-01
1.151030e+03 0.000000e+00 9.735495e-01 3.128213e-01
1.151040e+03 0.000000e+00 8.526496e-01 2.927538e-01
1.151050e+03 0.000000e+00 9.636780e-01 3.112313e-01
1.151060e+03 0.000000e+00 1.107988e+00 3.337220e-01
1.151070e+03 0.000000e+00 1.040869e+00 3.234561e-01
1.151080e+03 0.000000e+00 1.087102e+00 3.305616e-01
1.151090e+03 0.000000e+00 1.036854e+00 3.228316e-01
1.151100e+03 0.000000e+00 9.170162e-01 3.036028e-01
1.151110e+03 0.000000e+00 9.635353e-01 3.112082e-01
1.151120e+03 0.000000e+00 8.175612e-01 2.866668e-01
1.151130e+03 0.000000e+00 1.220373e+00 3.502382e-01
1.151140e+03 0.000000e+00 9.483044e-01 3.087388e-01
1.151150e+03 0.000000e+00 1.086998e+00 3.305458e-01
1.151160e+03 0.000000e+00 8.800483e-01 2.974203e-01
1.151170e+03 0.000000e+00 8.757284e-01 2.966894e-01
1.151180e+03 0.000000e+00 1.076717e+00 3.289789e-01
1.151190e+03 0.000000e+00 1.135807e+00 3.378855e-01
1.151200e+03 0.000000e+00 1.081263e+00 3.296726e-01
1.151210e+03 0.000000e+00 1.014800e+00 3.193798e-01
1.151220e+03 0.000000e+00 8.743618e-01 2.964578e-01
1.151230e+03 0.000000e+00 1.035152e+00 3.225666e-01
1.151240e+03 0.000000e+00 1.032659e+00 3.221778e-01
1.151250e+03 0.000000e+00 9.255439e-01 3.050112e-01
1.151260e+03 0.000000e+00 8.918430e-01 2.994067e-01
1.151270e+03 0.000000e+00 9.331906e-01 3.062686e-01
1.151280e+03 0.000000e+00 1.068203e+00 3.276756e-01
1.151290e+03 0.000000e+00 1.062728e+00 3.268348e-01
1.151300e+03 0.000000e+00 8.880384e-01 2.987674e-01
1.151310e+03 0.000000e+00 9.781632e-01 3.135616e-01
1.151320e+03 0.000000e+00 1.118544e+00 3.353080e-01
1.151330e+03 0.000000e+00 9.799936e-01 3.138549e-01
1.151340e+03 0.000000e+00 1.090180e+00 3.310293e-01
1.151350e+03 0.000000e+00 1.118018e+00 3.352291e-01
1.151360e+03 0.000000e+00 1.010358e+00 3.186800e-01
1.151370e+03 0.000000e+00 9.507816e-01 3.091418e-01
1.151380e+03 0.000000e+00 1.058405e+00 3.261693e-01
1.151390e+03 0.000000e+00 1.191404e+00 3.460564e-01
1.151400e+03 0.000000e+00 1.212571e+00 3.491169e-01
1.151410e+03 0.000000e+00 1.010633e+00 3.187234e-01
1.151420e+03 0.000000e+00 1.023188e+00 3.206970e-01
1.151430e+03 0.000000e+00 1.038013e+00 3.230119e-01
1.151440e+03 0.000000e+00 9.137446e-01 3.030607e-01
1.151450e+03 0.000000e+00 1.141422e+00 3.387196e-01
1.151460e+03 0.000000e+00 9.167310e-01 3.035556e-01
