# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 5.913552e-01 2.426436e-01
1.150010e+03 0.000000e+00 6.034266e-01 2.451076e-01
1.150020e+03 0.000000e+00 5.554790e-01 2.351681e-01
1.150030e+03 0.000000e+00 7.967352e-01 2.816447e-01
1.150040e+03 0.000000e+00 7.361133e-01 2.707179e-01
1.150050e+03 0.000000e+00 8.473062e-01 2.904456e-01
1.150060e+03 0.000000e+00 9.672661e-01 3.103256e-01
1.150070e+03 0.000000e+00 9.436565e-01 3.065149e-01
1.150080e+03 0.000000e+00 9.410698e-01 3.060945e-01
1.150090e+03 0.000000e+00 1.050727e+00 3.234370e-01
1.150100e+03 0.000000e+00 8.721152e-01 2.946670e-01
1.150110e+03 0.000000e+00 1.115213e+00 3.332142e-01
1.150120e+03 0.000000e+00 9.780320e-01 3.120478e-01
1.150130e+03 0.000000e+00 8.752654e-01 2.951987e-01
1.150140e+03 0.000000e+00 1.037414e+00 3.213813e-01
1.150150e+03 0.000000e+00 1.123016e+00 3.343779e-01
1.150160e+03 0.000000e+00 8.818779e-01 2.963117e-01
1.150170e+03 0.000000e+00 8.376163e-01 2.887800e-01
1.150180e+03 0.000000e+00 9.238205e-01 3.032763e-01
1.150190e+03 0.000000e+00 1.033604e+00 3.207907e-01
1.150200e+03 0.000000e+00 1.108149e+00 3.321572e-01
1.150210e+03 0.000000e+00 9.701491e-01 3.107877e-01
1.150220e+03 0.000000e+00 1.027956e+00 3.199129e-01
1.150230e+03 0.000000e+00 7.736108e-01 2.775274e-01
1.150240e+03 0.000000e+00 9.973143e-01 3.151089e-01
1.150250e+03 0.000000e+00 8.683699e-01 2.940336e-01
1.150260e+03 0.000000e+00 8.563024e-01 2.919834e-01
1.150270e+03 0.000000e+00 1.117518e+00 3.335585e-01
1.150280e+03 0.000000e+00 1.204263e+00 3.462623e-01
1.150290e+03 0.000000e+00 9.049702e-01 3.001662e-01
1.150300e+03 0.000000e+00 9.972243e-01 3.150947e-01
1.150310e+03 0.000000e+00 1.154278e+00 3.390001e-01
1.150320e+03 0.000000e+00 8.523203e-01 2.913037e-01
1.150330e+03 0.000000e+00 9.718798e-01 3.110648e-01
1.150340e+03 0.000000e+00 1.094237e+00 3.300656e-01
1.150350e+03 0.000000e+00 1.061938e+00 3.251579e-01
1.150360e+03 0.000000e+00 1.030948e+00 3.203782e-01
1.150370e+03 0.000000e+00 1.203201e+00 3.461096e-01
1.150380e+03 0.000000e+00 1.150533e+00 3.384497e-01
1.150390e+03 0.000000e+00 1.033817e+00 3.208237e-01
1.150400e+03 0.000000e+00 9.609055e-01 3.093036e-01
1.150410e+03 0.000000e+00 9.586064e-01 3.089333e-01
1.150420e+03 0.000000e+00 9.844042e-01 3.130627e-01
1.150430e+03 0.000000e+00 1.189352e+00 3.441120e-01
1.150440e+03 0.000000e+00 1.079701e+00 3.278659e-01
1.150450e+03 0.000000e+00 9.965249e-01 3.149842e-01
1.150460e+03 0.000000e+00 1.232107e+00 3.502425e-01
1.150470e+03 0.000000e+00 1.084752e+00 3.286321e-01
1.150480e+03 0.000000e+00 1.033218e+00 3.207308e-01
1.150490e+03 0.000000e+00 1.078544e+00 3.276903e-01
1.150500e+03 0.000000e+00 9.983494e-01 3.152724e-01
1.150510e+03 0.000000e+00 1.092959e+00 3.298729e-01
1.150520e+03 0.000000e+00 1.012087e+00 3.174341e-01
1.150530e+03 0.000000e+00 1.083477e+00 3.284387e-01
1.150540e+03 0.000000e+00 1.036826e+00 3.212903e-01
1.150550e+03 0.000000e+00 9.836717e-01 3.129462e-01
1.150560e+03 0.000000e+00 8.353784e-01 2.883940e-01
1.150570e+03 0.000000e+00 9.596291e-01 3.090981e-01
1.150580e+03 0.000000e+00 1.006378e+00 3.165376e-01
1.150590e+03 0.000000e+00 1.082572e+00 3.283016e-01
1.150600e+03 0.000000e+00 1.043770e+00 3.223644e-01
1.150610e+03 0.000000e+00 9.612666e-01 3.093617e-01
1.150620e+03 0.000000e+00 1.003804e+00 3.161325e-01
1.150630e+03 0.000000e+00 1.045687e+00 3.226603e-01
1.150640e+03 0.000000e+00 9.181429e-01 3.023429e-01
1.150650e+03 0.000000e+00 1.231962e+00 3.502218e-01
1.150660e+03 0.000000e+00 9.622922e-01 3.095267e-01
1.150670e+03 0.000000e+00 9.097772e-01 3.009623e-01
1.150680e+03 0.000000e+00 1.022335e+00 3.190371e-01
1.150690e+03 0.000000e+00 1.068994e+00 3.262363e-01
1.150700e+03 0.000000e+00 9.431915e-01 3.064394e-01
1.150710e+03 0.000000e+00 8.965770e-01 2.987710e-01
1.150720e+03 0.000000e+00 9.928437e-01 3.144018e-01
1.150730e+03 0.000000e+00 1.064236e+00 3.255094e-01
1.150740e+03 0.000000e+00 8.132987e-01 2.845573e-01
1.150750e+03 0.000000e+00 9.627832e-01 3.096056e-01
1.150760e+03 0.000000e+00 8.444482e-01 2.899554e-01
1.150770e+03 0.000000e+00 1.096438e+00 3.303975e-01
1.150780e+03 0.000000e+00 1.056018e+00 3.242502e-01
1.150790e+03 0.000000e+00 9.685102e-01 3.105251e-01
1.150800e+03 0.000000e+00 1.077853e+00 3.275852e-01
1.150810e+03 0.000000e+00 1.020103e+00 3.186887e-01
1.150820e+03 0.000000e+00 9.488817e-01 3.073623e-01
1.150830e+03 0.000000e+00 6.576321e-01 2.558799e-01
1.150840e+03 0.000000e+00 9.489198e-01 3.073685e-01
1.150850e+03 0.000000e+00 8.736692e-01 2.949294e-01
1.150860e+03 0.000000e+00 1.115155e+00 3.332055e-01
1.150870e+03 0.000000e+00 9.950251e-01 3.147470e-01
1.150880e+03 0.000000e+00 9.688513e-01 3.105798e-01
1.150890e+03 0.000000e+00 9.827465e-01 3.127990e-01
1.150900e+03 0.000000e+00 9.051561e-01 3.001970e-01
1.150910e+03 0.000000e+00 9.713970e-01 3.109875e-01
1.150920e+03 0.000000e+00 9.021506e-01 2.996982e-01
1.150930e+03 0.000000e+00 8.070801e-01 2.834673e-01
1.150940e+03 0.000000e+00 1.144514e+00 3.375633e-01
1.150950e+03 0.000000e+00 1.149727e+00 3.383312e-01
1.150960e+03 0.000000e+00 1.013139e+00 3.175989e-01
1.150970e+03 0.000000e+00 1.061617e+00 3.251087e-01
1.150980e+03 0.000000e+00 1.219158e+00 3.483972e-01
1.150990e+03 0.000000e+00 1.225805e+00 3.493457e-01
1.151000e+03 0.000000e+00 9.405724e-01 3.060136e-01
1.151010e+03 0.000000e+00 9.485326e-01 3.073058e-01
1.151020e+03 0.000000e+00 9.895469e-01 3.138794e-01
1.151030e+03 0.000000e+00 9.970061e-01 3.150602e-01
1.151040e+03 0.000000e+00 9.563255e-01 3.085656e-01
1.151050e+03 0.000000e+00 8.969600e-01 2.988348e-01
1.151060e+03 0.000000e+00 1.039718e+00 3.217380e-01
1.151070e+03 0.000000e+00 9.455671e-01 3.068250e-01
1.151080e+03 0.000000e+00 9.558837e-01 3.084943e-01
1.151090e+03 0.000000e+00 8.657692e-01 2.935930e-01
1.151100e+03 0.000000e+00 9.451429e-01 3.067562e-01
1.151110e+03 0.000000e+00 8.080946e-01 2.836454e-01
1.151120e+03 0.000000e+00 9.467959e-01 3.070243e-01
1.151130e+03 0.000000e+00 1.081102e+00 3.280786e-01
1.151140e+03 0.000000e+00 8.749540e-01 2.951462e-01
1.151150e+03 0.000000e+00 1.099883e+00 3.309161e-01
1.151160e+03 0.000000e+00 1.030993e+00 3.203852e-01
1.151170e+03 0.000000e+00 1.089548e+00 3.293577e-01
1.151180e+03 0.000000e+00 8.589559e-01 2.924355e-01
