# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 6.170479e-01 2.484889e-01
1.405012e+03 0.000000e+00 5.052244e-01 2.248483e-01
1.405024e+03 0.000000e+00 6.900460e-01 2.627765e-01
1.405036e+03 0.000000e+00 7.895416e-01 2.810833e-01
1.405048e+03 0.000000e+00 6.947511e-01 2.636708e-01
1.405060e+03 0.000000e+00 8.458851e-01 2.909398e-01
1.405072e+03 0.000000e+00 9.090396e-01 3.016053e-01
1.405084e+03 0.000000e+00 7.845619e-01 2.801955e-01
1.405096e+03 0.000000e+00 9.232215e-01 3.039488e-01
1.405108e+03 0.000000e+00 8.603729e-01 2.934208e-01
1.405120e+03 0.000000e+00 8.998306e-01 3.000737e-01
1.405132e+03 0.000000e+00 1.066043e+00 3.266141e-01
1.405144e+03 0.000000e+00 9.785748e-01 3.129281e-01
1.405156e+03 0.000000e+00 8.952875e-01 2.993152e-01
1.405168e+03 0.000000e+00 9.357947e-01 3.060115e-01
1.405180e+03 0.000000e+00 1.100057e+00 3.317837e-01
1.405192e+03 0.000000e+00 1.111214e+00 3.334619e-01
1.405204e+03 0.000000e+00 8.380916e-01 2.895965e-01
1.405216e+03 0.000000e+00 8.280977e-01 2.878646e-01
1.405228e+03 0.000000e+00 9.921683e-01 3.150940e-01
1.405240e+03 0.000000e+00 1.053915e+00 3.247509e-01
1.405252e+03 0.000000e+00 9.912013e-01 3.149404e-01
1.405264e+03 0.000000e+00 9.974916e-01 3.159382e-01
1.405276e+03 0.000000e+00 9.395266e-01 3.066211e-01
1.405288e+03 0.000000e+00 1.113867e+00 3.338598e-01
1.405300e+03 0.000000e+00 9.112916e-01 3.019786e-01
1.405312e+03 0.000000e+00 1.037382e+00 3.221936e-01
1.405324e+03 0.000000e+00 1.067907e+00 3.268995e-01
1.405336e+03 0.000000e+00 8.853996e-01 2.976577e-01
1.405348e+03 0.000000e+00 8.424692e-01 2.903518e-01
1.405360e+03 0.000000e+00 9.070070e-01 3.012679e-01
1.405372e+03 0.000000e+00 1.107676e+00 3.329307e-01
1.405384e+03 0.000000e+00 1.076615e+00 3.282296e-01
1.405396e+03 0.000000e+00 1.054734e+00 3.248770e-01
1.405408e+03 0.000000e+00 9.987516e-01 3.161377e-01
1.405420e+03 0.000000e+00 9.973880e-01 3.159218e-01
1.405432e+03 0.000000e+00 9.773279e-01 3.127286e-01
1.405444e+03 0.000000e+00 1.023062e+00 3.199621e-01
1.405456e+03 0.000000e+00 9.808029e-01 3.132841e-01
1.405468e+03 0.000000e+00 1.041950e+00 3.229021e-01
1.405480e+03 0.000000e+00 1.160790e+00 3.408194e-01
1.405492e+03 0.000000e+00 9.276021e-01 3.046691e-01
1.405504e+03 0.000000e+00 1.007317e+00 3.174903e-01
1.405516e+03 0.000000e+00 8.051232e-01 2.838433e-01
