# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 7.022223e-01 2.650268e-01
1.405012e+03 0.000000e+00 6.047319e-01 2.459427e-01
1.405024e+03 0.000000e+00 8.421348e-01 2.902306e-01
1.405036e+03 0.000000e+00 8.139673e-01 2.853356e-01
1.405048e+03 0.000000e+00 8.402837e-01 2.899115e-01
1.405060e+03 0.000000e+00 9.630388e-01 3.103661e-01
1.405072e+03 0.000000e+00 8.632522e-01 2.938470e-01
1.405084e+03 0.000000e+00 9.954172e-01 3.155404e-01
1.405096e+03 0.000000e+00 8.999551e-01 3.000287e-01
1.405108e+03 0.000000e+00 1.025096e+00 3.202098e-01
1.405120e+03 0.000000e+00 8.885692e-01 2.981248e-01
1.405132e+03 0.000000e+00 9.246852e-01 3.041231e-01
1.405144e+03 0.000000e+00 1.109683e+00 3.331592e-01
1.405156e+03 0.000000e+00 9.393092e-01 3.065185e-01
1.405168e+03 0.000000e+00 8.794780e-01 2.965958e-01
1.405180e+03 0.000000e+00 1.047822e+00 3.237399e-01
1.405192e+03 0.000000e+00 1.009493e+00 3.177636e-01
1.405204e+03 0.000000e+00 1.163471e+00 3.411380e-01
1.405216e+03 0.000000e+00 9.739136e-01 3.121136e-01
1.405228e+03 0.000000e+00 8.343859e-01 2.888923e-01
1.405240e+03 0.000000e+00 1.335524e+00 3.654923e-01
1.405252e+03 0.000000e+00 1.016206e+00 3.188184e-01
1.405264e+03 0.000000e+00 1.174252e+00 3.427149e-01
1.405276e+03 0.000000e+00 9.615603e-01 3.101278e-01
1.405288e+03 0.000000e+00 1.020411e+00 3.194773e-01
1.405300e+03 0.000000e+00 9.832136e-01 3.136002e-01
1.405312e+03 0.000000e+00 9.186004e-01 3.031208e-01
1.405324e+03 0.000000e+00 1.025225e+00 3.202301e-01
1.405336e+03 0.000000e+00 1.017761e+00 3.190621e-01
1.405348e+03 0.000000e+00 1.064051e+00 3.262373e-01
1.405360e+03 0.000000e+00 9.976444e-01 3.158932e-01
1.405372e+03 0.000000e+00 9.809029e-01 3.132315e-01
1.405384e+03 0.000000e+00 1.168817e+00 3.419209e-01
1.405396e+03 0.000000e+00 9.178531e-01 3.029975e-01
1.405408e+03 0.000000e+00 1.059106e+00 3.254784e-01
1.405420e+03 0.000000e+00 9.238813e-01 3.039909e-01
1.405432e+03 0.000000e+00 8.846313e-01 2.974634e-01
1.405444e+03 0.000000e+00 1.060055e+00 3.256242e-01
1.405456e+03 0.000000e+00 9.535205e-01 3.088286e-01
1.405468e+03 0.000000e+00 1.059024e+00 3.254658e-01
1.405480e+03 0.000000e+00 9.281678e-01 3.046952e-01
1.405492e+03 0.000000e+00 1.129191e+00 3.360749e-01
1.405504e+03 0.000000e+00 8.406887e-01 2.899813e-01
1.405516e+03 0.000000e+00 1.093639e+00 3.307421e-01
1.405528e+03 0.000000e+00 1.061248e+00 3.258073e-01
1.405540e+03 0.000000e+00 9.852060e-01 3.139178e-01
1.405552e+03 0.000000e+00 1.182018e+00 3.438463e-01
1.405564e+03 0.000000e+00 9.768357e-01 3.125814e-01
1.405576e+03 0.000000e+00 1.103575e+00 3.322411e-01
1.405588e+03 0.000000e+00 9.272348e-01 3.045421e-01
1.405600e+03 0.000000e+00 1.063104e+00 3.260922e-01
1.405612e+03 0.000000e+00 9.289686e-01 3.048267e-01
1.405624e+03 0.000000e+00 1.051717e+00 3.243411e-01
1.405636e+03 0.000000e+00 1.089028e+00 3.300441e-01
1.405648e+03 0.000000e+00 8.407805e-01 2.899972e-01
1.405660e+03 0.000000e+00 1.019647e+00 3.193577e-01
1.405672e+03 0.000000e+00 9.975309e-01 3.158753e-01
