# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 4.703515e-01 2.166133e-01
1.405012e+03 0.000000e+00 6.195132e-01 2.485989e-01
1.405024e+03 0.000000e+00 9.445812e-01 3.069683e-01
1.405036e+03 0.000000e+00 8.766743e-01 2.957284e-01
1.405048e+03 0.000000e+00 7.902192e-01 2.807680e-01
1.405060e+03 0.000000e+00 9.712363e-01 3.112693e-01
1.405072e+03 0.000000e+00 8.439826e-01 2.901620e-01
1.405084e+03 0.000000e+00 6.742093e-01 2.593410e-01
1.405096e+03 0.000000e+00 9.902225e-01 3.142970e-01
1.405108e+03 0.000000e+00 8.643078e-01 2.936352e-01
1.405120e+03 0.000000e+00 9.537763e-01 3.084588e-01
1.405132e+03 0.000000e+00 8.102908e-01 2.843114e-01
1.405144e+03 0.000000e+00 8.506077e-01 2.912987e-01
1.405156e+03 0.000000e+00 9.341078e-01 3.052617e-01
1.405168e+03 0.000000e+00 9.631611e-01 3.099726e-01
1.405180e+03 0.000000e+00 1.005997e+00 3.167905e-01
1.405192e+03 0.000000e+00 9.208440e-01 3.030867e-01
1.405204e+03 0.000000e+00 8.395320e-01 2.893960e-01
1.405216e+03 0.000000e+00 8.596291e-01 2.928393e-01
1.405228e+03 0.000000e+00 1.002954e+00 3.163110e-01
1.405240e+03 0.000000e+00 1.095269e+00 3.305477e-01
1.405252e+03 0.000000e+00 1.022709e+00 3.194110e-01
1.405264e+03 0.000000e+00 9.049458e-01 3.004590e-01
1.405276e+03 0.000000e+00 1.167971e+00 3.413421e-01
1.405288e+03 0.000000e+00 9.002401e-01 2.996767e-01
1.405300e+03 0.000000e+00 9.631806e-01 3.099758e-01
1.405312e+03 0.000000e+00 1.015582e+00 3.182962e-01
1.405324e+03 0.000000e+00 1.065214e+00 3.259809e-01
1.405336e+03 0.000000e+00 7.952295e-01 2.816567e-01
1.405348e+03 0.000000e+00 8.456143e-01 2.904424e-01
1.405360e+03 0.000000e+00 1.078817e+00 3.280558e-01
1.405372e+03 0.000000e+00 9.839439e-01 3.132990e-01
1.405384e+03 0.000000e+00 9.025751e-01 3.000651e-01
1.405396e+03 0.000000e+00 1.032448e+00 3.209282e-01
1.405408e+03 0.000000e+00 1.181263e+00 3.432789e-01
1.405420e+03 0.000000e+00 9.813771e-01 3.128901e-01
1.405432e+03 0.000000e+00 1.033660e+00 3.211166e-01
1.405444e+03 0.000000e+00 1.046414e+00 3.230915e-01
1.405456e+03 0.000000e+00 9.451740e-01 3.070646e-01
1.405468e+03 0.000000e+00 1.139642e+00 3.371771e-01
1.405480e+03 0.000000e+00 9.101788e-01 3.013264e-01
1.405492e+03 0.000000e+00 9.463415e-01 3.072542e-01
1.405504e+03 0.000000e+00 1.109491e+00 3.326869e-01
1.405516e+03 0.000000e+00 9.749755e-01 3.118679e-01
1.405528e+03 0.000000e+00 8.004469e-01 2.825792e-01
1.405540e+03 0.000000e+00 1.104158e+00 3.318864e-01
1.405552e+03 0.000000e+00 9.086693e-01 3.010764e-01
1.405564e+03 0.000000e+00 1.118776e+00 3.340761e-01
1.405576e+03 0.000000e+00 9.628573e-01 3.099237e-01
1.405588e+03 0.000000e+00 9.970963e-01 3.153860e-01
1.405600e+03 0.000000e+00 8.508348e-01 2.913376e-01
1.405612e+03 0.000000e+00 1.052928e+00 3.240957e-01
1.405624e+03 0.000000e+00 8.031001e-01 2.830471e-01
1.405636e+03 0.000000e+00 1.029011e+00 3.203936e-01
1.405648e+03 0.000000e+00 1.214972e+00 3.481425e-01
1.405660e+03 0.000000e+00 9.514003e-01 3.080743e-01
1.405672e+03 0.000000e+00 1.166984e+00 3.411979e-01
1.405684e+03 0.000000e+00 8.067947e-01 2.836974e-01
1.405696e+03 0.000000e+00 1.205428e+00 3.467724e-01
1.405708e+03 0.000000e+00 8.928431e-01 2.984430e-01
1.405720e+03 0.000000e+00 9.302451e-01 3.046299e-01
1.405732e+03 0.000000e+00 1.139312e+00 3.371283e-01
1.405744e+03 0.000000e+00 1.062574e+00 3.255768e-01
1.405756e+03 0.000000e+00 1.167509e+00 3.412747e-01
1.405768e+03 0.000000e+00 1.200308e+00 3.460352e-01
1.405780e+03 0.000000e+00 9.971230e-01 3.153902e-01
1.405792e+03 0.000000e+00 1.105831e+00 3.321377e-01
1.405804e+03 0.000000e+00 1.009351e+00 3.173182e-01
1.405816e+03 0.000000e+00 1.081602e+00 3.284790e-01
1.405828e+03 0.000000e+00 8.149683e-01 2.851309e-01
1.405840e+03 0.000000e+00 9.988917e-01 3.156698e-01
1.405852e+03 0.000000e+00 1.082759e+00 3.286546e-01
1.405864e+03 0.000000e+00 1.055672e+00 3.245176e-01
1.405876e+03 0.000000e+00 1.110976e+00 3.329094e-01
1.405888e+03 0.000000e+00 9.301762e-01 3.046186e-01
1.405900e+03 0.000000e+00 1.110283e+00 3.328056e-01
1.405912e+03 0.000000e+00 1.020493e+00 3.190648e-01
1.405924e+03 0.000000e+00 1.241529e+00 3.519268e-01
1.405936e+03 0.000000e+00 9.545980e-01 3.085916e-01
1.405948e+03 0.000000e+00 1.061859e+00 3.254672e-01
1.405960e+03 0.000000e+00 9.833401e-01 3.132029e-01
1.405972e+03 0.000000e+00 9.738071e-01 3.116810e-01
1.405984e+03 0.000000e+00 9.416218e-01 3.064870e-01
1.405996e+03 0.000000e+00 1.098295e+00 3.310040e-01
1.406008e+03 0.000000e+00 1.067231e+00 3.262895e-01
1.406020e+03 0.000000e+00 7.878542e-01 2.803476e-01
1.406032e+03 0.000000e+00 9.576289e-01 3.090811e-01
1.406044e+03 0.000000e+00 1.044230e+00 3.227542e-01
1.406056e+03 0.000000e+00 1.104471e+00 3.319335e-01
1.406068e+03 0.000000e+00 9.100876e-01 3.013113e-01
1.406080e+03 0.000000e+00 9.215735e-01 3.032067e-01
1.406092e+03 0.000000e+00 9.607153e-01 3.095788e-01
1.406104e+03 0.000000e+00 8.705274e-01 2.946898e-01
1.406116e+03 0.000000e+00 1.169021e+00 3.414955e-01
1.406128e+03 0.000000e+00 9.393610e-01 3.061189e-01
1.406140e+03 0.000000e+00 8.074638e-01 2.838150e-01
1.406152e+03 0.000000e+00 1.018441e+00 3.187438e-01
1.406164e+03 0.000000e+00 1.042053e+00 3.224176e-01
1.406176e+03 0.000000e+00 7.686278e-01 2.769057e-01
1.406188e+03 0.000000e+00 9.881141e-01 3.139622e-01
1.406200e+03 0.000000e+00 1.042161e+00 3.224343e-01
1.406212e+03 0.000000e+00 9.065648e-01 3.007276e-01
1.406224e+03 0.000000e+00 1.020976e+00 3.191403e-01
1.406236e+03 0.000000e+00 1.015405e+00 3.182684e-01
1.406248e+03 0.000000e+00 9.834964e-01 3.132278e-01
1.406260e+03 0.000000e+00 1.039462e+00 3.220165e-01
1.406272e+03 0.000000e+00 9.643801e-01 3.101687e-01
1.406284e+03 0.000000e+00 9.962284e-01 3.152487e-01
1.406296e+03 0.000000e+00 1.026490e+00 3.200009e-01
1.406308e+03 0.000000e+00 1.002186e+00 3.161899e-01
1.406320e+03 0.000000e+00 1.052547e+00 3.240371e-01
1.406332e+03 0.000000e+00 1.125285e+00 3.350465e-01
1.406344e+03 0.000000e+00 9.908445e-01 3.143957e-01
1.406356e+03 0.000000e+00 8.841103e-01 2.969799e-01
1.406368e+03 0.000000e+00 9.321900e-01 3.049482e-01
1.406380e+03 0.000000e+00 1.254392e+00 3.537452e-01
1.406392e+03 0.000000e+00 1.155026e+00 3.394452e-01
1.406404e+03 0.000000e+00 9.300128e-01 3.045919e-01
1.406416e+03 0.000000e+00 9.444908e-01 3.069536e-01
1.406428e+03 0.000000e+00 8.942687e-01 2.986812e-01
1.406440e+03 0.000000e+00 1.062723e+00 3.255997e-01
1.406452e+03 0.000000e+00 8.804493e-01 2.963644e-01
1.406464e+03 0.000000e+00 9.619676e-01 3.097805e-01
1.406476e+03 0.000000e+00 1.005799e+00 3.167593e-01
1.406488e+03 0.000000e+00 8.741129e-01 2.952960e-01
1.406500e+03 0.000000e+00 9.843379e-01 3.133617e-01
1.406512e+03 0.000000e+00 1.163790e+00 3.407307e-01
1.406524e+03 0.000000e+00 1.075718e+00 3.275843e-01
1.406536e+03 0.000000e+00 1.022448e+00 3.193702e-01
1.406548e+03 0.000000e+00 1.002539e+00 3.162456e-01
1.406560e+03 0.000000e+00 9.095206e-01 3.012175e-01
1.406572e+03 0.000000e+00 1.122654e+00 3.346546e-01
1.406584e+03 0.000000e+00 1.226031e+00 3.497233e-01
1.406596e+03 0.000000e+00 8.109417e-01 2.844256e-01
1.406608e+03 0.000000e+00 1.099308e+00 3.311567e-01
1.406620e+03 0.000000e+00 1.019061e+00 3.188408e-01
1.406632e+03 0.000000e+00 1.025890e+00 3.199074e-01
1.406644e+03 0.000000e+00 9.820224e-01 3.129930e-01
1.406656e+03 0.000000e+00 8.620035e-01 2.932435e-01
1.406668e+03 0.000000e+00 9.322138e-01 3.049521e-01
1.406680e+03 0.000000e+00 1.019656e+00 3.189339e-01
1.406692e+03 0.000000e+00 1.055863e+00 3.245471e-01
1.406704e+03 0.000000e+00 9.354274e-01 3.054773e-01
1.406716e+03 0.000000e+00 9.492708e-01 3.077294e-01
1.406728e+03 0.000000e+00 9.710632e-01 3.112416e-01
1.406740e+03 0.000000e+00 1.059497e+00 3.251050e-01
1.406752e+03 0.000000e+00 1.104289e+00 3.319061e-01
1.406764e+03 0.000000e+00 9.414749e-01 3.064631e-01
1.406776e+03 0.000000e+00 9.049439e-01 3.004586e-01
1.406788e+03 0.000000e+00 9.534618e-01 3.084079e-01
1.406800e+03 0.000000e+00 1.117207e+00 3.338418e-01
1.406812e+03 0.000000e+00 8.676524e-01 2.942028e-01
1.406824e+03 0.000000e+00 9.255591e-01 3.038617e-01
1.406836e+03 0.000000e+00 9.819796e-01 3.129861e-01
1.406848e+03 0.000000e+00 1.081113e+00 3.284047e-01
1.406860e+03 0.000000e+00 1.096992e+00 3.308077e-01
1.406872e+03 0.000000e+00 1.035970e+00 3.214752e-01
