# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 5.749265e-01 2.405224e-01
1.405012e+03 0.000000e+00 5.799294e-01 2.415666e-01
1.405024e+03 0.000000e+00 1.024611e+00 3.210915e-01
1.405036e+03 0.000000e+00 8.489700e-01 2.922776e-01
1.405048e+03 0.000000e+00 8.523579e-01 2.928602e-01
1.405060e+03 0.000000e+00 9.664756e-01 3.118493e-01
1.405072e+03 0.000000e+00 8.556771e-01 2.934299e-01
1.405084e+03 0.000000e+00 9.296352e-01 3.058480e-01
1.405096e+03 0.000000e+00 1.006883e+00 3.183016e-01
1.405108e+03 0.000000e+00 1.005907e+00 3.181474e-01
1.405120e+03 0.000000e+00 8.266988e-01 2.884184e-01
1.405132e+03 0.000000e+00 9.593670e-01 3.107004e-01
1.405144e+03 0.000000e+00 9.999889e-01 3.172101e-01
1.405156e+03 0.000000e+00 8.810831e-01 2.977541e-01
1.405168e+03 0.000000e+00 8.433634e-01 2.913109e-01
1.405180e+03 0.000000e+00 8.282342e-01 2.886862e-01
1.405192e+03 0.000000e+00 1.121494e+00 3.359292e-01
1.405204e+03 0.000000e+00 9.375433e-01 3.071461e-01
1.405216e+03 0.000000e+00 8.670240e-01 2.953690e-01
1.405228e+03 0.000000e+00 9.374617e-01 3.071328e-01
1.405240e+03 0.000000e+00 9.867260e-01 3.150994e-01
1.405252e+03 0.000000e+00 8.384480e-01 2.904607e-01
1.405264e+03 0.000000e+00 1.111423e+00 3.344176e-01
1.405276e+03 0.000000e+00 1.073051e+00 3.285939e-01
1.405288e+03 0.000000e+00 7.012181e-01 2.656293e-01
1.405300e+03 0.000000e+00 8.858222e-01 2.985538e-01
1.405312e+03 0.000000e+00 8.772415e-01 2.971043e-01
1.405324e+03 0.000000e+00 9.960461e-01 3.165841e-01
1.405336e+03 0.000000e+00 9.094879e-01 3.025156e-01
1.405348e+03 0.000000e+00 1.018426e+00 3.201209e-01
1.405360e+03 0.000000e+00 8.376376e-01 2.903203e-01
1.405372e+03 0.000000e+00 8.988924e-01 3.007483e-01
1.405384e+03 0.000000e+00 1.013652e+00 3.193698e-01
1.405396e+03 0.000000e+00 1.048508e+00 3.248143e-01
1.405408e+03 0.000000e+00 1.144293e+00 3.393267e-01
1.405420e+03 0.000000e+00 1.059574e+00 3.265239e-01
1.405432e+03 0.000000e+00 1.079590e+00 3.295936e-01
1.405444e+03 0.000000e+00 8.032211e-01 2.842935e-01
1.405456e+03 0.000000e+00 9.842154e-01 3.146983e-01
1.405468e+03 0.000000e+00 1.086194e+00 3.306002e-01
1.405480e+03 0.000000e+00 9.900985e-01 3.156375e-01
1.405492e+03 0.000000e+00 8.810269e-01 2.977446e-01
1.405504e+03 0.000000e+00 9.187091e-01 3.040454e-01
1.405516e+03 0.000000e+00 9.393280e-01 3.074383e-01
1.405528e+03 0.000000e+00 1.001528e+00 3.174540e-01
1.405540e+03 0.000000e+00 1.034314e+00 3.226083e-01
1.405552e+03 0.000000e+00 1.008130e+00 3.184987e-01
1.405564e+03 0.000000e+00 1.137335e+00 3.382934e-01
1.405576e+03 0.000000e+00 8.478298e-01 2.920813e-01
1.405588e+03 0.000000e+00 1.178141e+00 3.443087e-01
1.405600e+03 0.000000e+00 8.798870e-01 2.975520e-01
1.405612e+03 0.000000e+00 8.065161e-01 2.848760e-01
1.405624e+03 0.000000e+00 9.635923e-01 3.113838e-01
1.405636e+03 0.000000e+00 8.862495e-01 2.986258e-01
1.405648e+03 0.000000e+00 8.998551e-01 3.009093e-01
1.405660e+03 0.000000e+00 1.060739e+00 3.267033e-01
1.405672e+03 0.000000e+00 9.940162e-01 3.162613e-01
1.405684e+03 0.000000e+00 9.729282e-01 3.128886e-01
1.405696e+03 0.000000e+00 9.483528e-01 3.089117e-01
1.405708e+03 0.000000e+00 9.777571e-01 3.136641e-01
1.405720e+03 0.000000e+00 1.154854e+00 3.408890e-01
1.405732e+03 0.000000e+00 1.061110e+00 3.267605e-01
1.405744e+03 0.000000e+00 9.595524e-01 3.107304e-01
1.405756e+03 0.000000e+00 1.021066e+00 3.205356e-01
1.405768e+03 0.000000e+00 8.649277e-01 2.950117e-01
1.405780e+03 0.000000e+00 9.349348e-01 3.067185e-01
1.405792e+03 0.000000e+00 9.338681e-01 3.065435e-01
1.405804e+03 0.000000e+00 1.125028e+00 3.364582e-01
1.405816e+03 0.000000e+00 1.029866e+00 3.219139e-01
1.405828e+03 0.000000e+00 1.187149e+00 3.456224e-01
1.405840e+03 0.000000e+00 8.896217e-01 2.991934e-01
1.405852e+03 0.000000e+00 8.674593e-01 2.954431e-01
1.405864e+03 0.000000e+00 1.022516e+00 3.207631e-01
1.405876e+03 0.000000e+00 9.232851e-01 3.048016e-01
1.405888e+03 0.000000e+00 9.650889e-01 3.116255e-01
1.405900e+03 0.000000e+00 9.631442e-01 3.113114e-01
1.405912e+03 0.000000e+00 1.128291e+00 3.369456e-01
1.405924e+03 0.000000e+00 9.641956e-01 3.114813e-01
1.405936e+03 0.000000e+00 9.998951e-01 3.171952e-01
1.405948e+03 0.000000e+00 1.131011e+00 3.373516e-01
1.405960e+03 0.000000e+00 8.783231e-01 2.972874e-01
1.405972e+03 0.000000e+00 1.097806e+00 3.323626e-01
1.405984e+03 0.000000e+00 9.708137e-01 3.125484e-01
1.405996e+03 0.000000e+00 1.087933e+00 3.308647e-01
1.406008e+03 0.000000e+00 1.120603e+00 3.357957e-01
1.406020e+03 0.000000e+00 8.384824e-01 2.904667e-01
1.406032e+03 0.000000e+00 8.603128e-01 2.942236e-01
1.406044e+03 0.000000e+00 9.643994e-01 3.115142e-01
1.406056e+03 0.000000e+00 8.493838e-01 2.923488e-01
1.406068e+03 0.000000e+00 1.141127e+00 3.388569e-01
1.406080e+03 0.000000e+00 1.043421e+00 3.240255e-01
1.406092e+03 0.000000e+00 1.025512e+00 3.212327e-01
1.406104e+03 0.000000e+00 9.211621e-01 3.044510e-01
1.406116e+03 0.000000e+00 8.137633e-01 2.861531e-01
1.406128e+03 0.000000e+00 1.019928e+00 3.203570e-01
1.406140e+03 0.000000e+00 1.047052e+00 3.245888e-01
1.406152e+03 0.000000e+00 1.002469e+00 3.176031e-01
1.406164e+03 0.000000e+00 7.680636e-01 2.780020e-01
1.406176e+03 0.000000e+00 1.004863e+00 3.179823e-01
1.406188e+03 0.000000e+00 9.884095e-01 3.153681e-01
1.406200e+03 0.000000e+00 1.154482e+00 3.408340e-01
1.406212e+03 0.000000e+00 9.716771e-01 3.126874e-01
1.406224e+03 0.000000e+00 1.004800e+00 3.179723e-01
1.406236e+03 0.000000e+00 1.010834e+00 3.189255e-01
1.406248e+03 0.000000e+00 9.604627e-01 3.108777e-01
1.406260e+03 0.000000e+00 1.160292e+00 3.416906e-01
1.406272e+03 0.000000e+00 9.439058e-01 3.081866e-01
1.406284e+03 0.000000e+00 9.925367e-01 3.160259e-01
