# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 4.020253e-01 2.013679e-01
1.150010e+03 0.000000e+00 6.399010e-01 2.540505e-01
1.150020e+03 0.000000e+00 6.025742e-01 2.465295e-01
1.150030e+03 0.000000e+00 8.049577e-01 2.849379e-01
1.150040e+03 0.000000e+00 8.256700e-01 2.885804e-01
1.150050e+03 0.000000e+00 7.916676e-01 2.825759e-01
1.150060e+03 0.000000e+00 7.387348e-01 2.729656e-01
1.150070e+03 0.000000e+00 7.817288e-01 2.807965e-01
1.150080e+03 0.000000e+00 8.701643e-01 2.962540e-01
1.150090e+03 0.000000e+00 9.481166e-01 3.092392e-01
1.150100e+03 0.000000e+00 7.380401e-01 2.728372e-01
1.150110e+03 0.000000e+00 8.257417e-01 2.885930e-01
1.150120e+03 0.000000e+00 1.073860e+00 3.291072e-01
1.150130e+03 0.000000e+00 1.287914e+00 3.604186e-01
1.150140e+03 0.000000e+00 8.292736e-01 2.892095e-01
1.150150e+03 0.000000e+00 8.829582e-01 2.984240e-01
1.150160e+03 0.000000e+00 8.980430e-01 3.009624e-01
1.150170e+03 0.000000e+00 1.063996e+00 3.275923e-01
1.150180e+03 0.000000e+00 1.217755e+00 3.504642e-01
1.150190e+03 0.000000e+00 1.027567e+00 3.219354e-01
1.150200e+03 0.000000e+00 9.670944e-01 3.123188e-01
1.150210e+03 0.000000e+00 1.026412e+00 3.217544e-01
1.150220e+03 0.000000e+00 1.067372e+00 3.281116e-01
1.150230e+03 0.000000e+00 1.170314e+00 3.435697e-01
1.150240e+03 0.000000e+00 9.859971e-01 3.153563e-01
1.150250e+03 0.000000e+00 7.327094e-01 2.718501e-01
1.150260e+03 0.000000e+00 9.316672e-01 3.065449e-01
1.150270e+03 0.000000e+00 1.036602e+00 3.233476e-01
1.150280e+03 0.000000e+00 9.925022e-01 3.163949e-01
1.150290e+03 0.000000e+00 1.135597e+00 3.384355e-01
1.150300e+03 0.000000e+00 9.124288e-01 3.033634e-01
1.150310e+03 0.000000e+00 7.539369e-01 2.757599e-01
1.150320e+03 0.000000e+00 1.011727e+00 3.194444e-01
1.150330e+03 0.000000e+00 9.988477e-01 3.174047e-01
1.150340e+03 0.000000e+00 1.087364e+00 3.311701e-01
1.150350e+03 0.000000e+00 1.014663e+00 3.199076e-01
1.150360e+03 0.000000e+00 9.117703e-01 3.032539e-01
1.150370e+03 0.000000e+00 9.110679e-01 3.031371e-01
