# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 4.004615e-01 2.004173e-01
1.150010e+03 0.000000e+00 7.491965e-01 2.741276e-01
1.150020e+03 0.000000e+00 5.856114e-01 2.423592e-01
1.150030e+03 0.000000e+00 9.115246e-01 3.023702e-01
1.150040e+03 0.000000e+00 8.804306e-01 2.971682e-01
1.150050e+03 0.000000e+00 9.343523e-01 3.061330e-01
1.150060e+03 0.000000e+00 7.993166e-01 2.831485e-01
1.150070e+03 0.000000e+00 9.146636e-01 3.028904e-01
1.150080e+03 0.000000e+00 1.010542e+00 3.183700e-01
1.150090e+03 0.000000e+00 8.636347e-01 2.943201e-01
1.150100e+03 0.000000e+00 1.119602e+00 3.351094e-01
1.150110e+03 0.000000e+00 9.745869e-01 3.126548e-01
1.150120e+03 0.000000e+00 9.762090e-01 3.129149e-01
1.150130e+03 0.000000e+00 8.370796e-01 2.897598e-01
1.150140e+03 0.000000e+00 9.654109e-01 3.111795e-01
1.150150e+03 0.000000e+00 1.037075e+00 3.225224e-01
1.150160e+03 0.000000e+00 9.770283e-01 3.130462e-01
1.150170e+03 0.000000e+00 7.928213e-01 2.819957e-01
1.150180e+03 0.000000e+00 9.841487e-01 3.141848e-01
1.150190e+03 0.000000e+00 8.633962e-01 2.942794e-01
1.150200e+03 0.000000e+00 8.581824e-01 2.933895e-01
1.150210e+03 0.000000e+00 9.605872e-01 3.104011e-01
1.150220e+03 0.000000e+00 8.624692e-01 2.941214e-01
1.150230e+03 0.000000e+00 9.595790e-01 3.102381e-01
1.150240e+03 0.000000e+00 9.538711e-01 3.093141e-01
1.150250e+03 0.000000e+00 1.239572e+00 3.526068e-01
1.150260e+03 0.000000e+00 1.091536e+00 3.308826e-01
1.150270e+03 0.000000e+00 1.106843e+00 3.331945e-01
1.150280e+03 0.000000e+00 9.971154e-01 3.162478e-01
1.150290e+03 0.000000e+00 8.838997e-01 2.977531e-01
1.150300e+03 0.000000e+00 9.022134e-01 3.008219e-01
1.150310e+03 0.000000e+00 1.058673e+00 3.258636e-01
1.150320e+03 0.000000e+00 8.881436e-01 2.984671e-01
1.150330e+03 0.000000e+00 8.355514e-01 2.894952e-01
1.150340e+03 0.000000e+00 1.227569e+00 3.508955e-01
1.150350e+03 0.000000e+00 9.851320e-01 3.143417e-01
1.150360e+03 0.000000e+00 1.179014e+00 3.438858e-01
1.150370e+03 0.000000e+00 9.294695e-01 3.053321e-01
1.150380e+03 0.000000e+00 1.157927e+00 3.407967e-01
1.150390e+03 0.000000e+00 8.904266e-01 2.988504e-01
1.150400e+03 0.000000e+00 9.943251e-01 3.158050e-01
1.150410e+03 0.000000e+00 9.944918e-01 3.158315e-01
1.150420e+03 0.000000e+00 1.116740e+00 3.346808e-01
1.150430e+03 0.000000e+00 9.280586e-01 3.051002e-01
1.150440e+03 0.000000e+00 8.353652e-01 2.894630e-01
1.150450e+03 0.000000e+00 1.212936e+00 3.487979e-01
1.150460e+03 0.000000e+00 1.105314e+00 3.329643e-01
1.150470e+03 0.000000e+00 1.032312e+00 3.217809e-01
1.150480e+03 0.000000e+00 1.081565e+00 3.293678e-01
1.150490e+03 0.000000e+00 1.029341e+00 3.213176e-01
1.150500e+03 0.000000e+00 8.744714e-01 2.961608e-01
1.150510e+03 0.000000e+00 8.043796e-01 2.840438e-01
1.150520e+03 0.000000e+00 1.087641e+00 3.302917e-01
1.150530e+03 0.000000e+00 1.059540e+00 3.259970e-01
1.150540e+03 0.000000e+00 9.285060e-01 3.051738e-01
1.150550e+03 0.000000e+00 9.453282e-01 3.079258e-01
1.150560e+03 0.000000e+00 9.971510e-01 3.162535e-01
1.150570e+03 0.000000e+00 1.117774e+00 3.348357e-01
