# wavelength[A] tau flux flux_error
1.150000e+03 0.000000e+00 4.895152e-01 2.207028e-01
1.150010e+03 0.000000e+00 6.808246e-01 2.602809e-01
1.150020e+03 0.000000e+00 6.616377e-01 2.565871e-01
1.150030e+03 0.000000e+00 7.388396e-01 2.711439e-01
1.150040e+03 0.000000e+00 8.865487e-01 2.970134e-01
1.150050e+03 0.000000e+00 9.199893e-01 3.025632e-01
1.150060e+03 0.000000e+00 7.980668e-01 2.818022e-01
1.150070e+03 0.000000e+00 8.930188e-01 2.980952e-01
1.150080e+03 0.000000e+00 9.160091e-01 3.019080e-01
1.150090e+03 0.000000e+00 9.265245e-01 3.036360e-01
1.150100e+03 0.000000e+00 8.952714e-01 2.984710e-01
1.150110e+03 0.000000e+00 8.822456e-01 2.962917e-01
1.150120e+03 0.000000e+00 7.982085e-01 2.818272e-01
1.150130e+03 0.000000e+00 1.026874e+00 3.196563e-01
1.150140e+03 0.000000e+00 9.246414e-01 3.033272e-01
1.150150e+03 0.000000e+00 9.365798e-01 3.052792e-01
1.150160e+03 0.000000e+00 9.475710e-01 3.070652e-01
1.150170e+03 0.000000e+00 1.088362e+00 3.290875e-01
1.150180e+03 0.000000e+00 9.340634e-01 3.048688e-01
1.150190e+03 0.000000e+00 9.833930e-01 3.128155e-01
1.150200e+03 0.000000e+00 9.280885e-01 3.038921e-01
1.150210e+03 0.000000e+00 9.673997e-01 3.102614e-01
1.150220e+03 0.000000e+00 1.122144e+00 3.341558e-01
1.150230e+03 0.000000e+00 1.010332e+00 3.170713e-01
1.150240e+03 0.000000e+00 1.068927e+00 3.261361e-01
1.150250e+03 0.000000e+00 1.012613e+00 3.174289e-01
1.150260e+03 0.000000e+00 1.002209e+00 3.157941e-01
1.150270e+03 0.000000e+00 1.146796e+00 3.378064e-01
1.150280e+03 0.000000e+00 6.410637e-01 2.525663e-01
1.150290e+03 0.000000e+00 1.171634e+00 3.414450e-01
1.150300e+03 0.000000e+00 1.109617e+00 3.322854e-01
1.150310e+03 0.000000e+00 1.000302e+00 3.154934e-01
1.150320e+03 0.000000e+00 1.039445e+00 3.216070e-01
1.150330e+03 0.000000e+00 1.162218e+00 3.400702e-01
1.150340e+03 0.000000e+00 1.059923e+00 3.247596e-01
1.150350e+03 0.000000e+00 1.018267e+00 3.183140e-01
1.150360e+03 0.000000e+00 1.017573e+00 3.182054e-01
1.150370e+03 0.000000e+00 1.153130e+00 3.387380e-01
1.150380e+03 0.000000e+00 9.928632e-01 3.143182e-01
1.150390e+03 0.000000e+00 8.922272e-01 2.979631e-01
1.150400e+03 0.000000e+00 1.055066e+00 3.240145e-01
1.150410e+03 0.000000e+00 1.113270e+00 3.328319e-01
1.150420e+03 0.000000e+00 8.995840e-01 2.991890e-01
1.150430e+03 0.000000e+00 1.185450e+00 3.434523e-01
1.150440e+03 0.000000e+00 9.288230e-01 3.040124e-01
1.150450e+03 0.000000e+00 1.086959e+00 3.288753e-01
1.150460e+03 0.000000e+00 9.867691e-01 3.133520e-01
1.150470e+03 0.000000e+00 8.387425e-01 2.888944e-01
1.150480e+03 0.000000e+00 7.976816e-01 2.817342e-01
1.150490e+03 0.000000e+00 1.006369e+00 3.164488e-01
1.150500e+03 0.000000e+00 1.030263e+00 3.201834e-01
1.150510e+03 0.000000e+00 1.047113e+00 3.227912e-01
1.150520e+03 0.000000e+00 1.198331e+00 3.453132e-01
1.150530e+03 0.000000e+00 1.151872e+00 3.385532e-01
1.150540e+03 0.000000e+00 9.668603e-01 3.101749e-01
1.150550e+03 0.000000e+00 1.036489e+00 3.211493e-01
1.150560e+03 0.000000e+00 8.703176e-01 2.942820e-01
1.150570e+03 0.000000e+00 1.051883e+00 3.235254e-01
1.150580e+03 0.000000e+00 9.252077e-01 3.034201e-01
1.150590e+03 0.000000e+00 1.074301e+00 3.269548e-01
1.150600e+03 0.000000e+00 8.179945e-01 2.852988e-01
1.150610e+03 0.000000e+00 8.432420e-01 2.896682e-01
1.150620e+03 0.000000e+00 1.014615e+00 3.177426e-01
1.150630e+03 0.000000e+00 8.867484e-01 2.970469e-01
1.150640e+03 0.000000e+00 9.528095e-01 3.079128e-01
1.150650e+03 0.000000e+00 9.089079e-01 3.007355e-01
1.150660e+03 0.000000e+00 9.954920e-01 3.147340e-01
1.150670e+03 0.000000e+00 1.072572e+00 3.266916e-01
1.150680e+03 0.000000e+00 1.054172e+00 3.238774e-01
1.150690e+03 0.000000e+00 9.485502e-01 3.072238e-01
1.150700e+03 0.000000e+00 9.303068e-01 3.042551e-01
1.150710e+03 0.000000e+00 1.119319e+00 3.337349e-01
1.150720e+03 0.000000e+00 9.796960e-01 3.122270e-01
1.150730e+03 0.000000e+00 8.107213e-01 2.840276e-01
1.150740e+03 0.000000e+00 1.114961e+00 3.330846e-01
1.150750e+03 0.000000e+00 1.031211e+00 3.203307e-01
1.150760e+03 0.000000e+00 1.010119e+00 3.170378e-01
1.150770e+03 0.000000e+00 9.389773e-01 3.056696e-01
1.150780e+03 0.000000e+00 1.154269e+00 3.389052e-01
1.150790e+03 0.000000e+00 9.823927e-01 3.126564e-01
1.150800e+03 0.000000e+00 9.830756e-01 3.127650e-01
1.150810e+03 0.000000e+00 1.122045e+00 3.341411e-01
1.150820e+03 0.000000e+00 1.024141e+00 3.192307e-01
1.150830e+03 0.000000e+00 9.307086e-01 3.043208e-01
1.150840e+03 0.000000e+00 1.066820e+00 3.258144e-01
1.150850e+03 0.000000e+00 8.876113e-01 2.971913e-01
1.150860e+03 0.000000e+00 1.112023e+00 3.326455e-01
1.150870e+03 0.000000e+00 9.388270e-01 3.056452e-01
1.150880e+03 0.000000e+00 1.044008e+00 3.223121e-01
1.150890e+03 0.000000e+00 9.500426e-01 3.074654e-01
1.150900e+03 0.000000e+00 1.093398e+00 3.298480e-01
1.150910e+03 0.000000e+00 9.133431e-01 3.014683e-01
1.150920e+03 0.000000e+00 9.684847e-01 3.104353e-01
1.150930e+03 0.000000e+00 9.177939e-01 3.022020e-01
1.150940e+03 0.000000e+00 9.275270e-01 3.038002e-01
1.150950e+03 0.000000e+00 1.049368e+00 3.231384e-01
1.150960e+03 0.000000e+00 9.453721e-01 3.067087e-01
1.150970e+03 0.000000e+00 9.622494e-01 3.094344e-01
1.150980e+03 0.000000e+00 1.121426e+00 3.340488e-01
1.150990e+03 0.000000e+00 8.659617e-01 2.935446e-01
1.151000e+03 0.000000e+00 1.009106e+00 3.168787e-01
1.151010e+03 0.000000e+00 9.501867e-01 3.074888e-01
1.151020e+03 0.000000e+00 9.824640e-01 3.126677e-01
1.151030e+03 0.000000e+00 1.123205e+00 3.343137e-01
1.151040e+03 0.000000e+00 9.509690e-01 3.076153e-01
1.151050e+03 0.000000e+00 1.094739e+00 3.300502e-01
1.151060e+03 0.000000e+00 9.300372e-01 3.042110e-01
1.151070e+03 0.000000e+00 9.684029e-01 3.104222e-01
1.151080e+03 0.000000e+00 1.047481e+00 3.228477e-01
1.151090e+03 0.000000e+00 8.273617e-01 2.869277e-01
1.151100e+03 0.000000e+00 1.100704e+00 3.309483e-01
1.151110e+03 0.000000e+00 8.824024e-01 2.963180e-01
1.151120e+03 0.000000e+00 1.060288e+00 3.248155e-01
1.151130e+03 0.000000e+00 9.220765e-01 3.029062e-01
1.151140e+03 0.000000e+00 1.150724e+00 3.383845e-01
1.151150e+03 0.000000e+00 8.369753e-01 2.885899e-01
1.151160e+03 0.000000e+00 9.843192e-01 3.129628e-01
1.151170e+03 0.000000e+00 8.637354e-01 2.931670e-01
1.151180e+03 0.000000e+00 9.776466e-01 3.119002e-01
1.151190e+03 0.000000e+00 1.143608e+00 3.373366e-01
1.151200e+03 0.000000e+00 8.337384e-01 2.880313e-01
1.151210e+03 0.000000e+00 1.044782e+00 3.224316e-01
1.151220e+03 0.000000e+00 8.722841e-01 2.946142e-01
1.151230e+03 0.000000e+00 9.207902e-01 3.026949e-01
1.151240e+03 0.000000e+00 9.836565e-01 3.128574e-01
1.151250e+03 0.000000e+00 8.741574e-01 2.949304e-01
1.151260e+03 0.000000e+00 9.227729e-01 3.030206e-01
1.151270e+03 0.000000e+00 1.079075e+00 3.276805e-01
1.151280e+03 0.000000e+00 9.966728e-01 3.149206e-01
1.151290e+03 0.000000e+00 8.667756e-01 2.936825e-01
1.151300e+03 0.000000e+00 1.012575e+00 3.174230e-01
1.151310e+03 0.000000e+00 9.060399e-01 3.002607e-01
1.151320e+03 0.000000e+00 1.055437e+00 3.240716e-01
1.151330e+03 0.000000e+00 1.148103e+00 3.379988e-01
1.151340e+03 0.000000e+00 1.090633e+00 3.294307e-01
1.151350e+03 0.000000e+00 1.101887e+00 3.311260e-01
1.151360e+03 0.000000e+00 1.217290e+00 3.480341e-01
1.151370e+03 0.000000e+00 9.240715e-01 3.032338e-01
1.151380e+03 0.000000e+00 1.012482e+00 3.174083e-01
1.151390e+03 0.000000e+00 1.023677e+00 3.191584e-01
1.151400e+03 0.000000e+00 1.035945e+00 3.210652e-01
1.151410e+03 0.000000e+00 1.027140e+00 3.196977e-01
1.151420e+03 0.000000e+00 1.064738e+00 3.254963e-01
1.151430e+03 0.000000e+00 1.119675e+00 3.337881e-01
1.151440e+03 0.000000e+00 9.404895e-01 3.059157e-01
1.151450e+03 0.000000e+00 1.037910e+00 3.213695e-01
1.151460e+03 0.000000e+00 1.027922e+00 3.198194e-01
1.151470e+03 0.000000e+00 8.446359e-01 2.899075e-01
1.151480e+03 0.000000e+00 1.167571e+00 3.408524e-01
1.151490e+03 0.000000e+00 1.078553e+00 3.276012e-01
1.151500e+03 0.000000e+00 8.315164e-01 2.876472e-01
1.151510e+03 0.000000e+00 9.216243e-01 3.028320e-01
1.151520e+03 0.000000e+00 9.634271e-01 3.096237e-01
1.151530e+03 0.000000e+00 1.051356e+00 3.234444e-01
1.151540e+03 0.000000e+00 1.096961e+00 3.303851e-01
1.151550e+03 0.000000e+00 1.077048e+00 3.273726e-01
1.151560e+03 0.000000e+00 7.766464e-01 2.779946e-01
1.151570e+03 0.000000e+00 9.396143e-01 3.057733e-01
1.151580e+03 0.000000e+00 1.078466e+00 3.275881e-01
1.151590e+03 0.000000e+00 8.940567e-01 2.982684e-01
1.151600e+03 0.000000e+00 9.133133e-01 3.014634e-01
1.151610e+03 0.000000e+00 8.117204e-01 2.842026e-01
1.151620e+03 0.000000e+00 9.587756e-01 3.088753e-01
1.151630e+03 0.000000e+00 9.757446e-01 3.115967e-01
1.151640e+03 0.000000e+00 8.589951e-01 2.923614e-01
1.151650e+03 0.000000e+00 1.037670e+00 3.213324e-01
1.151660e+03 0.000000e+00 1.147801e+00 3.379543e-01
1.151670e+03 0.000000e+00 1.114827e+00 3.330647e-01
1.151680e+03 0.000000e+00 1.159865e+00 3.397258e-01
1.151690e+03 0.000000e+00 9.768256e-01 3.117692e-01
1.151700e+03 0.000000e+00 1.102761e+00 3.312573e-01
1.151710e+03 0.000000e+00 1.076310e+00 3.272603e-01
1.151720e+03 0.000000e+00 9.366609e-01 3.052924e-01
1.151730e+03 0.000000e+00 9.253703e-01 3.034468e-01
1.151740e+03 0.000000e+00 9.218980e-01 3.028769e-01
1.151750e+03 0.000000e+00 9.529462e-01 3.079349e-01
1.151760e+03 0.000000e+00 1.050496e+00 3.233121e-01
1.151770e+03 0.000000e+00 8.475197e-01 2.904020e-01
1.151780e+03 0.000000e+00 1.167111e+00 3.407853e-01
1.151790e+03 0.000000e+00 9.080781e-01 3.005982e-01
1.151800e+03 0.000000e+00 9.599925e-01 3.090713e-01
1.151810e+03 0.000000e+00 8.683359e-01 2.939467e-01
1.151820e+03 0.000000e+00 1.131758e+00 3.355842e-01
1.151830e+03 0.000000e+00 8.514562e-01 2.910757e-01
1.151840e+03 0.000000e+00 9.895773e-01 3.137976e-01
1.151850e+03 0.000000e+00 8.941036e-01 2.982763e-01
1.151860e+03 0.000000e+00 1.119361e+00 3.337412e-01
1.151870e+03 0.000000e+00 1.167361e+00 3.408218e-01
1.151880e+03 0.000000e+00 1.037381e+00 3.212876e-01
1.151890e+03 0.000000e+00 1.049880e+00 3.232173e-01
1.151900e+03 0.000000e+00 1.021305e+00 3.187884e-01
1.151910e+03 0.000000e+00 1.208596e+00 3.467890e-01
1.151920e+03 0.000000e+00 1.146867e+00 3.378168e-01
1.151930e+03 0.000000e+00 8.738546e-01 2.948793e-01
1.151940e+03 0.000000e+00 1.138873e+00 3.366374e-01
1.151950e+03 0.000000e+00 8.192983e-01 2.855261e-01
1.151960e+03 0.000000e+00 9.835506e-01 3.128406e-01
1.151970e+03 0.000000e+00 1.003754e+00 3.160373e-01
1.151980e+03 0.000000e+00 1.141042e+00 3.369578e-01
1.151990e+03 0.000000e+00 1.018637e+00 3.183717e-01
1.152000e+03 0.000000e+00 9.919078e-01 3.141669e-01
1.152010e+03 0.000000e+00 1.014318e+00 3.176961e-01
1.152020e+03 0.000000e+00 1.047676e+00 3.228778e-01
1.152030e+03 0.000000e+00 8.413046e-01 2.893353e-01
1.152040e+03 0.000000e+00 9.828298e-01 3.127259e-01
1.152050e+03 0.000000e+00 8.887225e-01 2.973773e-01
1.152060e+03 0.000000e+00 1.040130e+00 3.217129e-01
1.152070e+03 0.000000e+00 8.901935e-01 2.976233e-01
1.152080e+03 0.000000e+00 9.163088e-01 3.019574e-01
1.152090e+03 0.000000e+00 9.785758e-01 3.120484e-01
1.152100e+03 0.000000e+00 1.124988e+00 3.345791e-01
1.152110e+03 0.000000e+00 1.216485e+00 3.479191e-01
1.152120e+03 0.000000e+00 8.875908e-01 2.971879e-01
1.152130e+03 0.000000e+00 1.009625e+00 3.169602e-01
1.152140e+03 0.000000e+00 1.019347e+00 3.184827e-01
1.152150e+03 0.000000e+00 8.300003e-01 2.873849e-01
1.152160e+03 0.000000e+00 9.503139e-01 3.075093e-01
1.152170e+03 0.000000e+00 1.141298e+00 3.369956e-01
1.152180e+03 0.000000e+00 1.046370e+00 3.226765e-01
1.152190e+03 0.000000e+00 9.028749e-01 2.997358e-01
1.152200e+03 0.000000e+00 1.139030e+00 3.366607e-01
1.152210e+03 0.000000e+00 9.942563e-01 3.145386e-01
1.152220e+03 0.000000e+00 9.128986e-01 3.013950e-01
1.152230e+03 0.000000e+00 1.005491e+00 3.163107e-01
1.152240e+03 0.000000e+00 8.430070e-01 2.896279e-01
1.152250e+03 0.000000e+00 1.183294e+00 3.431398e-01
1.152260e+03 0.000000e+00 8.795089e-01 2.958318e-01
1.152270e+03 0.000000e+00 1.213617e+00 3.475087e-01
1.152280e+03 0.000000e+00 9.940422e-01 3.145047e-01
1.152290e+03 0.000000e+00 9.690751e-01 3.105299e-01
1.152300e+03 0.000000e+00 9.579747e-01 3.087463e-01
1.152310e+03 0.000000e+00 8.376337e-01 2.887034e-01
1.152320e+03 0.000000e+00 1.043016e+00 3.221590e-01
1.152330e+03 0.000000e+00 1.059895e+00 3.247552e-01
1.152340e+03 0.000000e+00 1.074839e+00 3.270366e-01
1.152350e+03 0.000000e+00 1.077191e+00 3.273943e-01
1.152360e+03 0.000000e+00 1.104817e+00 3.315660e-01
1.152370e+03 0.000000e+00 8.669498e-01 2.937120e-01
1.152380e+03 0.000000e+00 1.123270e+00 3.343234e-01
1.152390e+03 0.000000e+00 8.759700e-01 2.952360e-01
1.152400e+03 0.000000e+00 1.111640e+00 3.325883e-01
1.152410e+03 0.000000e+00 1.012947e+00 3.174812e-01
1.152420e+03 0.000000e+00 9.792130e-01 3.121500e-01
1.152430e+03 0.000000e+00 9.938172e-01 3.144691e-01
1.152440e+03 0.000000e+00 9.675302e-01 3.102823e-01
1.152450e+03 0.000000e+00 8.037459e-01 2.828031e-01
1.152460e+03 0.000000e+00 9.967748e-01 3.149367e-01
1.152470e+03 0.000000e+00 8.942668e-01 2.983035e-01
1.152480e+03 0.000000e+00 1.223932e+00 3.489823e-01
1.152490e+03 0.000000e+00 8.776703e-01 2.955224e-01
1.152500e+03 0.000000e+00 8.959064e-01 2.985768e-01
1.152510e+03 0.000000e+00 1.065126e+00 3.255557e-01
1.152520e+03 0.000000e+00 9.502191e-01 3.074940e-01
1.152530e+03 0.000000e+00 9.460155e-01 3.068131e-01
1.152540e+03 0.000000e+00 9.741369e-01 3.113399e-01
1.152550e+03 0.000000e+00 1.112627e+00 3.327358e-01
1.152560e+03 0.000000e+00 1.046299e+00 3.226656e-01
1.152570e+03 0.000000e+00 1.027124e+00 3.196952e-01
1.152580e+03 0.000000e+00 9.320343e-01 3.045374e-01
1.152590e+03 0.000000e+00 9.536883e-01 3.080548e-01
1.152600e+03 0.000000e+00 1.186590e+00 3.436173e-01
1.152610e+03 0.000000e+00 1.109468e+00 3.322631e-01
1.152620e+03 0.000000e+00 1.150358e+00 3.383305e-01
1.152630e+03 0.000000e+00 9.892828e-01 3.137509e-01
1.152640e+03 0.000000e+00 9.670520e-01 3.102056e-01
1.152650e+03 0.000000e+00 1.055296e+00 3.240499e-01
1.152660e+03 0.000000e+00 1.124397e+00 3.344911e-01
1.152670e+03 0.000000e+00 9.682037e-01 3.103903e-01
1.152680e+03 0.000000e+00 9.790771e-01 3.121283e-01
1.152690e+03 0.000000e+00 1.048350e+00 3.229817e-01
1.152700e+03 0.000000e+00 1.102767e+00 3.312582e-01
1.152710e+03 0.000000e+00 7.793044e-01 2.784699e-01
1.152720e+03 0.000000e+00 1.054603e+00 3.239435e-01
1.152730e+03 0.000000e+00 9.543015e-01 3.081538e-01
1.152740e+03 0.000000e+00 1.063875e+00 3.253644e-01
1.152750e+03 0.000000e+00 8.995582e-01 2.991847e-01
1.152760e+03 0.000000e+00 8.919033e-01 2.979090e-01
1.152770e+03 0.000000e+00 1.216928e+00 3.479824e-01
1.152780e+03 0.000000e+00 9.627440e-01 3.095139e-01
1.152790e+03 0.000000e+00 1.002686e+00 3.158692e-01
1.152800e+03 0.000000e+00 9.483077e-01 3.071846e-01
1.152810e+03 0.000000e+00 7.716255e-01 2.770946e-01
1.152820e+03 0.000000e+00 1.175970e+00 3.420762e-01
1.152830e+03 0.000000e+00 1.045018e+00 3.224680e-01
1.152840e+03 0.000000e+00 1.066359e+00 3.257441e-01
1.152850e+03 0.000000e+00 8.204720e-01 2.857305e-01
1.152860e+03 0.000000e+00 1.109373e+00 3.322489e-01
1.152870e+03 0.000000e+00 1.005859e+00 3.163686e-01
1.152880e+03 0.000000e+00 1.154549e+00 3.389464e-01
1.152890e+03 0.000000e+00 1.132415e+00 3.356817e-01
1.152900e+03 0.000000e+00 1.014524e+00 3.177284e-01
1.152910e+03 0.000000e+00 1.029151e+00 3.200105e-01
1.152920e+03 0.000000e+00 9.529535e-01 3.079361e-01
1.152930e+03 0.000000e+00 1.071803e+00 3.265744e-01
1.152940e+03 0.000000e+00 9.101997e-01 3.009491e-01
1.152950e+03 0.000000e+00 1.076941e+00 3.273564e-01
1.152960e+03 0.000000e+00 8.548107e-01 2.916485e-01
1.152970e+03 0.000000e+00 8.716510e-01 2.945073e-01
1.152980e+03 0.000000e+00 1.013572e+00 3.175793e-01
1.152990e+03 0.000000e+00 1.017276e+00 3.181589e-01
1.153000e+03 0.000000e+00 9.414018e-01 3.060640e-01
1.153010e+03 0.000000e+00 1.088129e+00 3.290522e-01
1.153020e+03 0.000000e+00 1.013406e+00 3.175533e-01
1.153030e+03 0.000000e+00 1.166821e+00 3.407429e-01
1.153040e+03 0.000000e+00 1.028550e+00 3.199171e-01
1.153050e+03 0.000000e+00 1.098944e+00 3.306835e-01
1.153060e+03 0.000000e+00 8.527570e-01 2.912979e-01
1.153070e+03 0.000000e+00 8.379839e-01 2.887637e-01
1.153080e+03 0.000000e+00 8.588101e-01 2.923300e-01
1.153090e+03 0.000000e+00 8.652190e-01 2.934187e-01
1.153100e+03 0.000000e+00 9.084152e-01 3.006540e-01
1.153110e+03 0.000000e+00 9.688722e-01 3.104974e-01
1.153120e+03 0.000000e+00 9.681621e-01 3.103836e-01
1.153130e+03 0.000000e+00 9.609869e-01 3.092313e-01
1.153140e+03 0.000000e+00 1.044883e+00 3.224471e-01
1.153150e+03 0.000000e+00 1.050600e+00 3.233281e-01
1.153160e+03 0.000000e+00 1.045828e+00 3.225930e-01
1.153170e+03 0.000000e+00 1.044236e+00 3.223473e-01
1.153180e+03 0.000000e+00 1.043244e+00 3.221941e-01
1.153190e+03 0.000000e+00 1.146724e+00 3.377958e-01
1.153200e+03 0.000000e+00 1.112311e+00 3.326886e-01
