# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 6.017127e-01 2.453726e-01
1.405012e+03 0.000000e+00 6.512954e-01 2.552822e-01
1.405024e+03 0.000000e+00 8.518202e-01 2.919480e-01
1.405036e+03 0.000000e+00 1.002615e+00 3.167368e-01
1.405048e+03 0.000000e+00 9.481788e-01 3.080184e-01
1.405060e+03 0.000000e+00 1.008293e+00 3.176325e-01
1.405072e+03 0.000000e+00 1.073138e+00 3.276871e-01
1.405084e+03 0.000000e+00 8.264627e-01 2.875697e-01
1.405096e+03 0.000000e+00 1.080766e+00 3.288497e-01
1.405108e+03 0.000000e+00 9.254326e-01 3.043014e-01
1.405120e+03 0.000000e+00 9.868358e-01 3.142346e-01
1.405132e+03 0.000000e+00 1.171720e+00 3.424077e-01
1.405144e+03 0.000000e+00 8.542398e-01 2.923624e-01
1.405156e+03 0.000000e+00 9.307411e-01 3.051729e-01
1.405168e+03 0.000000e+00 1.143434e+00 3.382495e-01
1.405180e+03 0.000000e+00 9.608598e-01 3.100713e-01
1.405192e+03 0.000000e+00 1.013746e+00 3.184902e-01
1.405204e+03 0.000000e+00 9.387368e-01 3.064809e-01
1.405216e+03 0.000000e+00 1.143691e+00 3.382874e-01
1.405228e+03 0.000000e+00 8.358451e-01 2.891974e-01
1.405240e+03 0.000000e+00 7.762677e-01 2.787002e-01
1.405252e+03 0.000000e+00 1.008426e+00 3.176535e-01
1.405264e+03 0.000000e+00 1.031025e+00 3.211930e-01
1.405276e+03 0.000000e+00 9.239921e-01 3.040645e-01
1.405288e+03 0.000000e+00 1.011631e+00 3.181579e-01
1.405300e+03 0.000000e+00 1.190339e+00 3.451174e-01
1.405312e+03 0.000000e+00 9.426372e-01 3.071170e-01
1.405324e+03 0.000000e+00 9.941690e-01 3.154000e-01
1.405336e+03 0.000000e+00 8.987628e-01 2.998846e-01
1.405348e+03 0.000000e+00 1.101719e+00 3.320221e-01
1.405360e+03 0.000000e+00 8.641771e-01 2.940579e-01
1.405372e+03 0.000000e+00 9.494413e-01 3.082234e-01
1.405384e+03 0.000000e+00 9.747463e-01 3.123039e-01
1.405396e+03 0.000000e+00 7.550849e-01 2.748713e-01
1.405408e+03 0.000000e+00 9.474836e-01 3.079055e-01
1.405420e+03 0.000000e+00 1.151607e+00 3.394562e-01
1.405432e+03 0.000000e+00 1.052037e+00 3.244494e-01
1.405444e+03 0.000000e+00 7.509657e-01 2.741205e-01
1.405456e+03 0.000000e+00 9.507360e-01 3.084335e-01
1.405468e+03 0.000000e+00 8.916515e-01 2.986958e-01
1.405480e+03 0.000000e+00 1.017178e+00 3.190289e-01
1.405492e+03 0.000000e+00 1.090632e+00 3.303472e-01
1.405504e+03 0.000000e+00 1.071383e+00 3.274191e-01
1.405516e+03 0.000000e+00 1.030874e+00 3.211696e-01
