# wavelength[A] tau flux flux_error
1.405000e+03 0.000000e+00 4.335573e-01 2.077045e-01
1.405012e+03 0.000000e+00 8.274739e-01 2.869458e-01
1.405024e+03 0.000000e+00 7.110990e-01 2.660038e-01
1.405036e+03 0.000000e+00 8.433428e-01 2.896842e-01
1.405048e+03 0.000000e+00 7.868085e-01 2.798062e-01
1.405060e+03 0.000000e+00 8.577977e-01 2.921563e-01
1.405072e+03 0.000000e+00 8.278385e-01 2.870090e-01
1.405084e+03 0.000000e+00 1.192133e+00 3.444175e-01
1.405096e+03 0.000000e+00 1.004215e+00 3.161085e-01
1.405108e+03 0.000000e+00 1.078079e+00 3.275277e-01
1.405120e+03 0.000000e+00 1.014447e+00 3.177148e-01
1.405132e+03 0.000000e+00 1.007926e+00 3.166919e-01
1.405144e+03 0.000000e+00 1.000224e+00 3.154797e-01
1.405156e+03 0.000000e+00 9.641122e-01 3.097323e-01
1.405168e+03 0.000000e+00 9.433913e-01 3.063858e-01
1.405180e+03 0.000000e+00 8.979523e-01 2.989162e-01
1.405192e+03 0.000000e+00 8.828265e-01 2.963879e-01
1.405204e+03 0.000000e+00 1.026985e+00 3.196722e-01
1.405216e+03 0.000000e+00 9.382163e-01 3.055443e-01
1.405228e+03 0.000000e+00 9.979856e-01 3.151265e-01
1.405240e+03 0.000000e+00 8.143691e-01 2.846646e-01
1.405252e+03 0.000000e+00 9.597823e-01 3.090360e-01
1.405264e+03 0.000000e+00 9.582423e-01 3.087880e-01
1.405276e+03 0.000000e+00 1.156212e+00 3.391888e-01
1.405288e+03 0.000000e+00 1.154812e+00 3.389834e-01
1.405300e+03 0.000000e+00 1.025941e+00 3.195096e-01
1.405312e+03 0.000000e+00 1.003764e+00 3.160375e-01
1.405324e+03 0.000000e+00 9.525582e-01 3.078708e-01
1.405336e+03 0.000000e+00 1.095261e+00 3.301274e-01
1.405348e+03 0.000000e+00 1.115227e+00 3.331229e-01
1.405360e+03 0.000000e+00 9.858466e-01 3.132041e-01
1.405372e+03 0.000000e+00 1.141344e+00 3.370009e-01
1.405384e+03 0.000000e+00 9.671658e-01 3.102224e-01
1.405396e+03 0.000000e+00 8.210574e-01 2.858311e-01
1.405408e+03 0.000000e+00 9.786327e-01 3.120561e-01
1.405420e+03 0.000000e+00 1.051049e+00 3.233957e-01
1.405432e+03 0.000000e+00 1.068395e+00 3.260533e-01
1.405444e+03 0.000000e+00 1.057512e+00 3.243884e-01
1.405456e+03 0.000000e+00 9.657083e-01 3.099886e-01
1.405468e+03 0.000000e+00 1.000126e+00 3.154643e-01
1.405480e+03 0.000000e+00 9.229264e-01 3.030444e-01
1.405492e+03 0.000000e+00 9.928422e-01 3.143134e-01
1.405504e+03 0.000000e+00 8.988145e-01 2.990596e-01
1.405516e+03 0.000000e+00 9.675215e-01 3.102795e-01
1.405528e+03 0.000000e+00 1.016986e+00 3.181122e-01
1.405540e+03 0.000000e+00 7.956223e-01 2.813690e-01
1.405552e+03 0.000000e+00 1.157299e+00 3.393481e-01
1.405564e+03 0.000000e+00 1.094981e+00 3.300852e-01
1.405576e+03 0.000000e+00 1.023016e+00 3.190538e-01
1.405588e+03 0.000000e+00 1.059332e+00 3.246675e-01
1.405600e+03 0.000000e+00 9.146179e-01 3.016773e-01
1.405612e+03 0.000000e+00 1.131531e+00 3.355490e-01
1.405624e+03 0.000000e+00 9.765626e-01 3.117258e-01
1.405636e+03 0.000000e+00 9.497976e-01 3.074244e-01
1.405648e+03 0.000000e+00 1.068171e+00 3.260192e-01
1.405660e+03 0.000000e+00 1.185562e+00 3.434669e-01
1.405672e+03 0.000000e+00 9.690433e-01 3.105234e-01
1.405684e+03 0.000000e+00 1.030953e+00 3.202892e-01
1.405696e+03 0.000000e+00 1.158474e+00 3.395204e-01
1.405708e+03 0.000000e+00 9.985779e-01 3.152200e-01
1.405720e+03 0.000000e+00 1.093297e+00 3.298312e-01
1.405732e+03 0.000000e+00 9.678080e-01 3.103254e-01
1.405744e+03 0.000000e+00 1.042354e+00 3.220553e-01
1.405756e+03 0.000000e+00 1.021741e+00 3.188550e-01
1.405768e+03 0.000000e+00 1.014109e+00 3.176618e-01
1.405780e+03 0.000000e+00 8.445251e-01 2.898872e-01
1.405792e+03 0.000000e+00 8.713425e-01 2.944538e-01
1.405804e+03 0.000000e+00 1.108195e+00 3.320710e-01
1.405816e+03 0.000000e+00 1.037604e+00 3.213206e-01
1.405828e+03 0.000000e+00 8.547133e-01 2.916305e-01
1.405840e+03 0.000000e+00 1.030714e+00 3.202520e-01
1.405852e+03 0.000000e+00 9.858250e-01 3.132007e-01
1.405864e+03 0.000000e+00 1.086580e+00 3.288166e-01
1.405876e+03 0.000000e+00 9.831083e-01 3.127688e-01
1.405888e+03 0.000000e+00 7.622113e-01 2.753978e-01
1.405900e+03 0.000000e+00 9.476494e-01 3.070765e-01
1.405912e+03 0.000000e+00 1.179996e+00 3.426597e-01
1.405924e+03 0.000000e+00 1.055837e+00 3.241315e-01
1.405936e+03 0.000000e+00 1.100856e+00 3.309696e-01
1.405948e+03 0.000000e+00 1.083195e+00 3.283039e-01
