specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
COS-FUV_P0_z0.17_10.fits|1215.67|0.17|13.328|0.707|131.449|140.023|209.558|175.359|3|3|3|-200.0|200.0|1421.522892272781|1423.144907727219|28530|28827|0.17082|H I|a|-- 
COS-FUV_P0_z0.17_10.fits|1031.9261|0.17|14.285|0.171|81.357|28.902|194.989|28.167|2|2|2|-200.0|200.0|1206.665110008284|1208.0419639917154|5667|5804|0.17076|O VI|a|-- 
COS-FUV_P0_z0.17_10.fits|1037.6167|0.17|14.285|0.0|81.357|0.0|194.989|0.0|2|2|2|-200.0|200.0|1213.319315648604|1214.7037623513959|6332|6470|0.17076|O VI|a|-- 
