specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment
COS-FUV_P0_z0.17_7.fits|1036.3367|0.17|17.76|0.033|4.0|0.0|186.569|1.282|2|2|2|-200.0|200.0|1211.8225695726878|1213.2053084273123|6182|6321|0.17073|C II|a|--
COS-FUV_P0_z0.17_7.fits|1334.5323|0.17|17.76|0.0|4.0|0.0|186.569|0.0|2|2|2|-200.0|200.0|1560.5124868816756|1562.2930951183243|42960|43109|0.17073|C II|a|--
COS-FUV_P0_z0.17_7.fits|1037.0182|0.17|13.486|0.174|5.727|0.722|200.356|0.667|3|3|3|-200.0|200.0|1212.6194699248258|1214.003118075174|6262|6400|0.17078|C II*|a|--
COS-FUV_P0_z0.17_7.fits|1335.7077|0.17|13.486|0.0|5.727|0.0|200.356|0.0|3|3|3|-200.0|200.0|1561.8869207392004|1563.6690972607992|43075|43223|0.17078|C II*|a|--
COS-FUV_P0_z0.17_7.fits|1025.7222|0.17|17.76|0.0|4.0|0.0|186.569|0.0|2|2|2|-200.0|200.0|1199.4106858048647|1200.779262195135|4941|5078|0.17073|H I|a|--
COS-FUV_P0_z0.17_7.fits|1215.67|0.17|17.76|0.0|4.0|0.0|186.569|0.0|2|2|2|-200.0|200.0|1421.522892272781|1423.144907727219|28530|28827|0.17073|H I|a|--
COS-FUV_P0_z0.17_7.fits|1206.5|0.17|13.486|0.0|5.727|0.0|200.356|0.0|3|3|3|-200.0|200.0|1410.8001098382867|1412.409890161713|26564|26859|0.17078|SiIII|a|--
COS-FUV_P0_z0.17_7.fits|1393.7602|0.17|11.733|0.996|4.0|0.0|-49.297|27.412|4|4|4|-200.0|200.0|1629.7696172799274|1631.6292507200722|48732|48887|0.16981|SiIV|a|--
